"text","page"
"Works by this thinker include Lectures on Jurisprudence and The Theory of Moral Sentiments, but this thinker's most famous work included a critique of mercantilism that was later used in Ricardo's theory of comparative advantage. That work attributed to the market an ability to manipulate prices, and introduced the term ""invisible hand."" For 10 points, name this thinker who wrote Wealth of Nations.","Adam_Smith"
"This thinker characterized the development of beliefs of the supernatural by analyzing the relations to outside objects that became totemism in one work, while in another he analyzed a phenomenon that he showed was higher in peacetime than in wartime; that work split a certain action into fatalistic, anomic, altruistic, and egoistic types. This author of The Elementary Forms of Religious Life and Suicide also wrote a work in which he attempted to legitimize the field of sociology by moving it towards a scientific study. For 10 points, name this Frenchman who wrote Rules of the Sociological Method.","Émile_Durkheim"
"The ""Pigouvian"" type of these things are used to correct negative externalities. Their rate is plotted on the x axis of the Laffer curve. The rate of progressive ones rise with increasing value of the target. Some politicians and economists propose reforming these in the U.S. by levying a flat one. The 16th amendment allows the federal government to impose an income one. For 10 points, name these economically entities used by governments to raise money.","Tax"
"Edmund Phelps was a proponent of the natural rate theory of this phenomenon. Some temporary examples during searching are called frictional, while societal and economic mismatches lead to the structural form. This is compared to inflation on the Phillips curve. Discouraged people are not included in the official statistics relating to this. Those statistics are compiled from sources such as the payroll survey. For 10 points, name this economic occurrence where people do not have jobs.","Unemployment"
"For one work, this anthropologist studied the Arapesh culture, where men and women had equal roles, and the Tchambuli culture, where traditional gender roles were reversed. This author of Sex and Temperament in Three Societies wrote another work claiming that adolescence on the island of Ta'u was less stressful than in America, since sexuality was not a taboo subject there. For 10 points, name this woman who wrote Coming of Age in Samoa.","Margaret_Mead"
"One concept in this theory was first theorized in the book The Organism, written by Kurt Goldstein. The man who originated this theory studied exemplary people, such as Albert Einstein and Eleanor Roosevelt, in order to illuminate the path towards ""self-actualization."" Put forth in A Theory of Human Motivation and expanded in Toward a Psychology of Being, this theory suggests that humans fulfill their physiological necessities before developing their self-esteem. For 10 points, name this pyramidal theory developed by Abraham Maslow.","Maslow's_hierarchy_of_needs"
"One book published by this man is The Lucifer Effect, and after his most notable work this man went on to found the Shyness Clinic. In his most famous experiment, this man used a coin flip to divide his subjects into two different groups, and featured a solitary confinement cell. Half of the subjects in that experiment by this man began to exhibit sadistic tendencies, even though there had been no difference between the two groups at the outset of the study, and this man's experience with that experiment led him to testify in the aftermath of the Abu Ghraib prisoner abuse scandal. For 10 points, name this psychologist who most notably ran the Stanford prison experiment.","Philip_Zimbardo"
"One blog about this area of study features contributions by Mark Liberman and Geoffrey Pullum. One concept in this field was pioneered by Zellig Harris and modified by his student, who developed rules governing wh-movement and other transformations. That student also came up with the sentence ""Colorless green ideas sleep furiously"" and wrote Syntactic Structures. For 10 points, name this field whose modern form was pioneered by Ferdinand de Saussure and Noam Chomsky.","Linguistics"
"In one work, this thinker argued that there existed two forms of a concept which he divided into mechanical and organic solidarity. In addition to writing The Rules for Sociological Method he described anomie in his work Suicide. For 10 points, name this French sociologist and author of The Division of Labor in Society.","Émile_Durkheim"
"With Alfred Kroeber, this man studied the Yurok Indians of California, and he would later win a Pulitzer Prize for a book subtitled ""On the Origins of Military Nonviolence."" In addition to Ghandi's Truth, this psychologist also psychoanalyzed the life of a German theologian in Young Man Luther. He theorized that infants go through a stage of ""Trust vs. Mistrust"" and collected his essays in Childhood and Society. The term ""identity crisis"" was coined by, for 10 points, which German-born psychologist known for his eight stages of development?","Erik_Erikson"
"This man wrote, ""All business sagacity reduces itself in the last analysis to judicious use of sabotage,"" in his essay, ""The Engineers and the Price System."" He warned that the ""machine process"" resulted in industry doing largely useless work in The Theory of Business Enterprise. Another work by this man uses Darwinian explanations for why the rich show off their wealth. For 10 points, name this economist who coined the term ""conspicuous consumption"" in The Theory of the Leisure Class.","Thorstein_Veblen"
"This school's name was coined by Christian von Ehrenfels. This school believes in the ""common fate"" principle and had its ideas extended to a school of therapy by Fritz Perls. Its theories, which were also applied to behavioral science by Kurt Lewin (luh-VEEN), are embodied in its fundamental law of ""clarity"" or ""pragnanz."" This school originally investigated why a light on a series of bulbs appears to be ""moving,"" calling that the phi phenomenon, and was led by Kurt Koffka, Wolfgang Kohler, and Max Wertheimer (VAIRT-high-mer). For 10 points, identify this school of psychology which theorized that the brain makes a ""completion"" of all sensory stimuli and is named after the German word for ""whole.""","Gestalt_psychology"
"She edited the Journal of American Folklore from 1925 until 1940. She compared the Dobu, Kwakiutl, and Zuni Cultures in one work, and she also authored Zuni Mythology based on other fieldwork with that tribe. This student of Franz Boas discussed the ""guilt"" and ""shame"" cultures in an analysis of the society of Japan she wrote during World War Two. For 10 points, name this anthropologist who wrote Patterns of Culture and The Chrysanthemum and the Sword.","Ruth_Benedict"
"One important concept in this field is ""diglossia,"" in which ""Low"" and ""High"" varieties exist simultaneously. Roman Jakobson and Nikolai Trubetzkoy belonged to the Prague School, which made important advances in this field. Ferdinand de Saussure wrote a general course in this field, whose important laws include Grimm's law. This field studies phonemes, units of sound, and morphemes, units of meaning. For 10 points, name this social science, which studies the nature of languages.","Linguistics"
"Joel Garreau described recently-created examples of these things in his book Edge [this], and William Whyte subtitled a book about these entities ""Rediscovering the Center"". One writer used the example of one named ""obsidian"" to claim they were older than agriculture, and showed how they drove import replacement in The Economy of [this]. That writer, Jane Jacobs, also argued against conventional renewal projects in Death And Life Of Great American these. Lewis Mumford also described these things ""in history"" For 10 points, give this term for large urban centers.","City"
"This thinker referred to symbols meaningful to a specific group or class as ""collective representations."" He argued that in modern society, people's work is so specialized that they are naturally dependent on one another, experiencing ""organic solidarity."" This author of the Division of Labor in Society also examined how Protestants are more likely to perform the title action than Catholics in a work that popularized the term ""anomie."" For 10 points, name this French sociologist, who wrote Suicide.","Émile_Durkheim"
"This man argued against excess thrift as destroying the motive to produce in a book that shared a title with a David Ricardo work, Principles of Political Economy. This man's 1796 pamphlet ""The Crisis"" supported the Poor Laws, though he later argued that they limited the mobility of labor, and this man encouraged workhouses in which ""fare should be hard."" In this man's most famous work, he argued that vice, misery, and self-control could regulate the phenomenon that he believed prevented the future improvement of society. For 10 points, name this English economist who postulated that population growth will always tend to outrun the food supply and wrote An Essay on the Principle of Population.","Thomas_Robert_Malthus"
"One key idea of this thinker was adaptation, which occurred by taking material in from the environment and noting their differences through assimilation and accommodation. In one experiment, this psychologist established the notion of ""conservation of number"" by rearranging the same number of objects, demonstrating that children lack it  until the age of 7. He proposed that children from the age of 2-7 learn to use language to represent objects, but classify them only by a single characteristic and are egocentric. That group was classified as ""preoperational"", which followed this man's ""sensorimotor"" stage. For 10 points each, identify this Swiss psychologist who developed four stages of cognitive development.","Jean_Piaget"
"This man suggested that preparation for the titular conflict will serve as the immediate cause for that conflict in one work. One of his works advocates looking at man's personal problem for future avenues of research and deplores Talcott Parsons' ""Grand theories."" This author of The Causes of World War III suggested that the title group has a ""military metaphysic"" and utilizes a revolving door between three spheres to propel further production of armaments. For 10 points, identify this author of The Sociological Imagination who suggested that the military, businessmen, and high ranking politicians drive the military-industrial complex in The Power Elite.","C._Wright_Mills"
"This man and Shotland co-authored a work which found no negative effects associated with televised violence called Television and Anti-Social Behavior. He also conducted a number of experiments in which he ordered participants to draw mental maps of places they were likely to see someone they knew, thus illustrating some differences between urban and rural life. In another experiment, he had people send information packages to acquaintances who they thought were likely to know a target person in Boston. In his most famous experiment, he placed ""learners"" in a separate room where they were asked questions by the participant, who was instructed by a man in a white lab coat to shock them if they got the answer wrong. For 10 points, identify this psychologist who conducted the ""small world"" and ""obedience to authority"" experiments.","Stanley_Milgram"
"One form of these is the result of increasing adoption of a specific technology according to Jeff Rohlf's theory of the ""network"" form of these. James Meade's definition of these does not assume any institutional framework, while Arrow described them as commodities for which markets are missing. Goods that have one form of these will always be underproduced, while activities which generate the negative form of these are charged with Pigouvian taxes. Maintaining your yard and going to school are examples of the positive type. For 10 points, identify this economic cost or benefit that is not reflected in the purchase price and affects a third-party, such as pollution.","Externality"
"One work by this man claims that ancient humans' feeling extended beyond other people and gave rise to nature idolatry and totemism. That work describes five characteristics of the title phenomenon and claims its communal nature distinguishes it from magic. Another work by this man contrasts repressive and restitutory laws and differentiates primitive societies that maintain order through a collective consciousness from advanced societies that require economic and moral regulation. In another work, this author of Elementary Forms of Religious Life claimed that imbalances in social integration and moral strictness lead to the egoistic, fatalistic, altruistic, and anomistic forms of the title action. For 10 points, name this French sociologist who outlined mechanical and organic solidarity in The Division of Labor in Society and wrote Suicide.","Émile_Durkheim"
"A type of contract named for this man pays off exactly one monetary unit upon the realization of a specific state, and if the set of such securities spans the entire set of states, the futures market is called ""complete."" A quantity defined as the negative ratio of the second derivative of a utility function to the first derivative is a coefficient of risk aversion named for him and Pratt. This man worked with Gerard Debreu to prove the general equilibrium theory and along with John Hicks, he won the 1972 Nobel Prize in Economics while his best known work is described in his book Social Choice and Individual Action. That concept argues that with three or more options, no voting system can satisfy a set of fairness criteria. For 10 points, name this economist who came up with a namesake ""impossibility"" theorem.","Kenneth_Arrow"
"In the last two chapters of his most famous work, this thinker digresses into a discussion of theodicy in which he asserts that the world is a ""mighty process for awakening matter."" This thinker recommended making streets narrower, encouraged building near marshes, and advised that people not seek cures for ""ravaging diseases"" because the masses are incapable of exercising moral restraint. The simple exponential growth model is named for this man, as is a catastrophe representing a return to subsistence farming. In the best-known work by this author of An Inquiry into the Nature and Progress of Rent, he negatively contrasted the arithmetic growth of subsistence with the geometric growth of population. For 10 points, identify this gloomy, thinker who wrote Principles of Political Economy and An Essay on the Principle of Population.","Thomas_Robert_Malthus"
"One of this man's essays describes how babies are not allowed to crawl and how a puberty rite consists of filing down teeth. That essay begins with an anecdote in which he and his wife run from the police and end up sipping tea with a person who provides an alibi for them. He wrote the book Negara, describing the ""theatre state"" in the country which was the site of his most famous work. In one work, this man uses the example of a wink to show that simple actions have many meanings. In another essay, he describes how Bentham's ""deep play"" takes place in the Balinese cockfight. For 10 points, name this anthropologist who pioneered ""thick description"" in The Interpretation of Cultures.","Clifford_Geertz"
"Enrico Bancone popularized this man's statement that it was theoretically possible for a socialist economy to exactly mimic a free market economy's output through careful calculation. Where N is the number of people with higher incomes than x, this man's namesake distribution estimates income distribution as log N = log A + m log x. This coiner of the term (*) ""ophelimity"" also wrote about an 80-20 rule in his magnum opus Mind and Society. That work by this man also introduced a wealth distribution in which no participant can benefit without harming another participant. For 10 points, name this Italian fascist economist most famous for his namesake ""optimality.""","Vilfredo_Pareto"
"One of this man's works uses musical terms in every chapter title and heading; those include ""Well-Tempered Astronomy,"" ""Rustic Symphony in Three Movements,"" and ""Bororo Song."" This man sought irreducible units known as ""mythemes."" One of his works, whose name is an original-language pun involving pansies, contrasts the Engineer with a man who builds from the materials immediately available to him, the (*) bricoleur. He recounted his journeys to Brazil in his memoir Tristes Tropiques and included ""The Origin of Table Manners"" and ""The Raw and the Cooked"" in Mythologiques. For 10 points, name this author of The Elementary Structures of Kinship and The Savage Mind, a French structuralist.","Claude_Lévi-Strauss"
"This book describes men as especially prone to viewing themselves as the center of what it calls ""teleological activity."" The Polynesian islanders are given as an exception to the theory defined in this book because of their lack of large game to hunt. This book begins by describing the priesthood as secondary to warriors in most barbaric societies and notes that manual labor is exclusively the work of lower-class (*) people. This book defines a certain type of good as increasing in demand as price and scarcity increase and also describes purchases made only for societal visibility. For 10 points, name the book that introduced the term ""conspicuous consumption,"" written by Thorstein Veblen.","The_Theory_of_the_Leisure_Class"
"One hypothetical situation presented in this book discusses the possibility of filling bottles of money and leasing the right to private employers to dig them up. Milton Friedman developed the permanent income hypothesis as a refutation of the absolute income hypothesis found in this book, which also introduced the MPC curve and the idea that people prefer cash to securities, or liquidity (*) preference. Most famously, this book established principles of macroeconomics that encourage government spending in order to stimulate the economy during times of depression. For 10 points, name the magnum opus of John Maynard Keynes.","The_General_Theory_of_Employment,_Interest_and_Money"
"Norbert Elias drew on one of this man's theories to explain the concept of habitus; that theory is the idea that non-discursive actions, like hand gestures, complete embody objects of culture and is called the ""technique of the body."" He drew on fieldwork conducted by Bronislaw Malinowski to write his most notable work. This man's most famous essay was written about (*) items which are infused completely with the identity of their original owners, meaning they cannot be totally alienated from them, which embodies the concept of ""total prestation,"" preventing them from being free from the expectation of reciprocity. For 10 points, name this author of The Gift, a French sociologist.","Marcel_Mauss"
"This theorist distinguished primary, secondary, and tertiary circular reactions from reflexes. With Bärbel Inhelder, he used a model of three mountains in one study to test de-centering, the ability to overcome egocentrism. He called himself a ""genetic epistemologist,"" and claimed people either assimilate a new experience into old frameworks or accommodate it, creating new (*) ""schemas."" His most famous model includes understanding of conservation years after grasping that things which disappear from view have object permanence. For 10 points, name this Swiss psychologist who included sensorimotor and concrete operational as the first and third stages of child cognitive development.","Jean_Piaget"
"This scenario was used to model the evolution of reciprocal altruism in a 1971 paper by Robert Trivers. Proposed by Merril Flood and Melvin Dresher, this scenario tends to be defined by the conditions T greater than R greater than P greater than S, though related variants relax some of those conditions. A tournament of its iterated variant was proposed by Robert (*) Axelrod and won by Anatol Rapoport's ""tit for tat"" strategy. For 10 points, name this zero-sum problem of game theory, whose title characters must agree either to stick to their story or to rat each other out.","Prisoner's_dilemma"
"One of his ethnographies, drawing primarily from South American sources, described the relationship between home construction and family structure. This man wrote a book which posits that all cultures fall within three progressively more evolved stages; that cultural evolutionist theory examines cultures through benchmarks known as ethna and tracks them through savagery, barbarism, and civilization. One of his most famous books sprung from his field research among the (*) Iroquois; that book explores the relationships between family members and categorizes all known family systems into six basic groups. For 10 points, name this American anthropologist who wrote Ancient Society and Systems of Consanguinity and Affinity.","Lewis_H._Morgan"
"Clayton Alderfer adapted this man's most famous theory into the ERG paradigm. In one of his works, he acknowledged that applying his most famous theory to children was much more likely to induce terror in them than happiness, comparing it to separating them from the herd. He criticized other psychologists for writing lists of psychological drives, instead of a unified system, in A Theory of Human (*) Motivation. In Motivation and Personality, he described transcendental experiences that fundamentally alter their subjects, which he termed peak experiences, as part of a theory that culminates in self-actualization. For 10 points, name this psychologist who wrote Towards a New Psychology and created the hierarchy of needs.","Abraham_Maslow"
"This psychologist planted letters in public places in his ""lost letter"" experiment. He conducted an experiment in which participants where asked to forward letters to acquaintances. That experiment, the small world experiment, popularized the idea of ""six degrees of separation."" In his most famous experiment, an actor claiming to have a heart condition was quizzed on word pairs. For 10 points, name this psychologist who tested obedience by asking participants to administer electric shocks.","Stanley_Milgram"
"This man sent packages to random individuals in Omaha and Wichita with instructions to send to targets in Boston, in a study which attempted to calcuate the average path length of social networks. In addition to conducting the ""small world"" experiment, this researcher also conducted a study in which two-thirds of the ""teachers"" were willing to administer potentially fatal (*) electric shocks to the ""learners"" simply because they were told to. For 10 points, name this psychologist best known for his namesake obedience experiment.","Stanley_Milgram"
"In one experiment, this psychologist showed that people are more likely to mail a lost letter to a socially acceptable recipient. He instructed people in Kansas and Nebraska to get a package to a stockbroker in Boston in his small world experiment. For 10 points, name this American psychologist who conducted an experiment in which people showed obedience to authority by administrating seemingly painful shocks to strangers.","Stanley_Milgram"
"This man and Shotland co-authored a work which found no negative effects associated with televised violence called Television and Anti-Social Behavior. He also conducted a number of experiments in which he ordered participants to draw mental maps of places they were likely to see someone they knew, thus illustrating some differences between urban and rural life. In another experiment, he had people send information packages to acquaintances who they thought were likely to know a target person in Boston. In his most famous experiment, he placed ""learners"" in a separate room where they were asked questions by the participant, who was instructed by a man in a white lab coat to shock them if they got the answer wrong. For 10 points, identify this psychologist who conducted the ""small world"" and ""obedience to authority"" experiments.","Stanley_Milgram"
"In one of this man's experiments, individuals in Wichita and Omaha were starting points while individuals in Boston were ending points. Those cities were selected for their social and geographical disparities in this man's [*] Small World experiment. That experiment yielded the this man's ""six degrees of separation."" This man conducted a study in which subjects believed they were administering increasingly harsh shocks to a ""learner"" with a heart condition. For 10 points, identify this psychologist who conducted an eponymous experiment in a Yale University basement that found alarming results about obedience.","Stanley_Milgram"
"This experiment's designer used agentic state theory to partly explain it, and in 2009, Horizon, a BBC show, redid it. Conducted at Yale and inspired by the Adolf Eichmann trial, it included a ""learner"" whose memory was tested and a figure who penalized incorrect answers, the ""teacher."" For 10 points, name this experiment testing obedience to authority, which found that about 65 percent of people would follow unavoidable orders to give large electric shocks.","Milgram_experiment"
"His most famous finding was repeated by Charles Holfing in a hospital setup involving the drug Astroten, and this man supervised breachings asking able-bodied people to give up seats in New York subways. He planted sealed envelopes in public, his ""lost letters"", and [*] his small world experiment led to the phrase ""six degrees of separation"". His most famous experiment involved the learning of associated words, and was inspired by the Eichmann trial. For 10 points, name this Yale psychologist who observed obedience to authority by finding that 65 percent of people would eventually administer 450-volt shocks.","Stanley_Milgram"
"Along with Gene Weltfish, this anthropologist wrote a pamphlet which refuted biometric head measuring as a means of determining intelligence, insisting that every race had equal potential for intelligence. In one of this anthropologist's best known works, this student of Franz Boas and author of ""The Races of Mankind"" studied newspaper clippings and classic novels and compared (*) ""guilt"" and ""shame"" cultures, writing about rituals like seppuku, while she also wrote a book which defined its title concept as the shared beliefs and experiences of a people. For 10 points, name this author of The Chrysanthemum and the Sword and Patterns of Culture.","Ruth_Benedict"
"One of this anthropologist's most influential works, written using fieldwork undertaken in northeast Melanesia, set out to prove that the Oedipus complex was limited only to Western societies. Another work by this author of The Sexual Life of Savages contains various rituals designed to bring rain and ensure fertility among certain (*) gardens. In one of his works, he describes an economic system in which red shell necklaces are traded clockwise and white shell bracelets are traded counter-clockwise among islands in the Trobriands. For 10 points, name this author of Coral Gardens and Their Magic and Argonauts of the Western Pacific who gained fame for describing the kula ring.","Bronisław_Malinowski"
"This theorist denied that American exceptionalism was the nature of things, but defined it as a historical process, and in one of his works, he described its impact on victory in World War II. This author heavily borrowed from Ernst Mayr's descriptions of ""teleonomic processes"" for one work, which sought to integrate sociology with all of the other social sciences. Themselves developer of the (*) AGIL paradigm and author of The Social System, for 10 points, name this man who reformulated Weberian theory into a voluntaristic system in his work The Structure of Social Action and who created symbolic interactionism.","Talcott_Parsons"
"This man's son drew on his work in order to publish the monograph Wayward Puritans. This man attempted to provide evidence for his best known theory by writing books examining the lives of well adjusted people; one such book coined the phrase ""homo religiosus,"" examined ""the origins of non-violent militantism,"" and was entitled Gandhi's Truth. One theory by this man, elaborated in his work Childhood and Society, posits that every child must choose between (*) trust and distrust and ego-identity and role confusion at various times. For 10 points, name this man who coined the term ""identity crisis"" and proposed an eight stage theory of psychosocial development.","Erik_Erikson"
"In the opening chapter of Capitalism, Socialism, and Democracy, Joseph Schumpeter discusses this man's divergent roles as both an economist and a sociologist. In one work, he wrote that so far, philosophers had merely defined the world, but that the point was to change it. In addition to writing his The German Ideology and Theses on (*) Feuerbach, this sociologist described a concept that arises when social relationships between people become objectified into a commodity relation, which he termed commodity fetishism. For 10 points, name this man who divided society into the bourgeoisie and the proletariat in his work Capital, which he co-wrote with Friedrich Engels.","Karl_Marx"
"In this man's series of lectures in Pisa, he developed his theory of ""binding."" Context-sensitive, context-free, and recursively enumerable systems are members of his namesake ""hierarchy,"" and he proposed the Merge and Move operations while replacing the rigid (*) X-Bar theory with Bare Phrase Structure. He refuted Skinner by claiming that small children had a ""poverty of the stimulus"" and worked on The Sound Pattern of English before developing the theory of transformation and generative grammars. For 10 points, name this author of Syntactic Structures and believer in a universal grammar, an MIT linguist and far-left political critic.","Noam_Chomsky"
"Along with Chenery, this man introduced a special case production function that applies when the substitution effect is continually elastic. He later collaborated with Gerard Debreu to write a paper which proved the existence of a competitive equilibrium, which was crucial for GET. This author of The Limits of Organization later wrote Social Choice and Individual (*) Values, in which he advanced a theorem which can be extended with the addition of Pareto Optimality as a necessary condition. For 10 points, name this economist who posited that an intransitive social preference could not be derived from a set of transitive preferences, called his ""Impossibility Theorem.""","Kenneth_Arrow"
"One posthumous publication by this psychologist contained the image of a black snake who accompanied Salome and Eljiah; that Elijah figure would eventually transform into Philemon. He described a pairing of contrasexual opposites in another book. In addition to describing (*) syzygy, this psychologist described personality in terms of variations from two individual types, the introvert and the extrovert, and wrote about archetypes. For 10 points, name this author of Psychological Types who studied under Freud and proposed a universal memory accessible to the whole human race, the collective unconscious.","Carl_Jung"
"This man introduced cocaine to Karl Koller as a cure for morphine addiction, and he first gained recognition for discovering the reproductive organs in eels. He wrote numerous letters to Wilhelm Fliess, and analyzed the Jewish religion in another work, Moses and Monotheism. He argued that structured society infringes upon individual desires in his Civilization and Its Discontents, and wrote a case study on Anna O., Studies on Hysteria.  He developed the ideas of the id, ego, and superego in Beyond the Pleasure Principle. For 10 points, name this Austrian psychoanalyst, the author of The Interpretation of Dreams.","Sigmund_Freud"
"In one work, this man claimed that school vouchers should replace the current public education system, and in another he claimed that theories must be judged by their simplicity and fruitfulness. In addition to that work, Essays in Positive Economics, this thinker opposed military conscription and argued for floating exchange rates. In his most famous work, this man claimed that the Federal Reserve should increase the money supply by 3 to 5 percent every year and end the Bretton Woods system. For 10 points, name this economist who opposed John Maynard Keynes, a monetarist at the University of Chicago.","Milton_Friedman"
"In this man's essay The Methods of Ethnology, he argued that it is more important to document ""the way in which the individual reacts to his whole social environment"" as opposed to the system of beliefs within the tribe. Author of Race and Democratic Society, this man advocated cultural relativism and disagreed with Lewis H. Morgan over the direction of change in family structure among the Kwakiutl. Some of this man's pupils were Alfred Kroeber and Edward Sapir. For 10 points, name this former professor of anthropology at Columbia University and father of American anthropology, who wrote The Mind of Primitive Man.","Franz_Boas"
"Joseph Schumpeter criticized this thinker's abstract reasoning and labelled it his namesake vice. He made his fortune in arbitrage of government securities during the Napoleonic Wars, and described the economic advantage of land used to its most productive capacity in his Principles of Political Economy and Taxation. In addition to his Law of Rent, this economist also used the trade of English cloth for Portuguese wine to describe his most famous principle. For 10 points, name this 19th-century British economist who described the theory of comparative advantage and argued against the Corn Laws.","David_Ricardo"
"A conversation between this person and James Baldwin on the title subject was transcribed in the book A Rap on Race. This writer's most influential work was challenged by Derek Freeman as ""an anthropological myth,"" claiming that this person had little familiarity with the namesake ethnic group's language, and that she had erroneously depicted their community on Tau Island as an ideal paradise. For 10 points, name this anthropologist and writer of Sex and Temperament in Three Primitive Societies and Coming of Age in Samoa.","Margaret_Mead"
"This determined the relationship, when not governed by Say's Law, of employment and output in his principle of effective demand. He depicted the equilibrium level of GDP in his namesake cross diagram, and criticized Churchill's reintroduction of the gold standard. He proposed the founding of an International Clearing Union and the bancor, a world currency. Known for his condemnation of the Treaty of Versailles in his work The Economic Consequences of the Peace, for 10 points, name this British economist who argued for high government spending and wrote General Theory of Employment, Money and Interest.","John_Maynard_Keynes"
"In one work, this man stressed the importance of birth order in determining personality. That work also states that the second child is the least likely to suffer from personality defects which could be caused by pampering, neglect, or organ dysfunction. In another work, this man claimed that homosexuality was caused by a fear of contact with the unknown sex. This author of Superiority and Social Order founded the school of individual psychology. For 10 points, name this author of The Neurotic Character, an Austrian psychotherapist who coined the term ""inferiority complex.""","Alfred_Adler"
"Positional types of these effects result from competition between actors that leads to inefficiency, such as conspicuous consumption. They can be offset by bargaining and well-defined property rights instead of by government regulation, according to the Coase theorem. Positive types of these give rise to the free rider problem and negative types may be countered by levying Pigovian taxes, such as a ""carbon tax."" Common examples of these economic effects include public parks and industrial pollution. By definition, they affect a third party who did not take part in the causative transaction. For 10 points, name these extra costs or benefits not accounted for by prices.","Externality"
"This man supported a free market for the production of money and, along with his mentor, advocated for the term ""catallaxy"" to replace the word ""economy."" This thinker used the term ""extended order"" to describe the effects of price signals and the impossibility of rational distribution of resources in planned economies in his The Fatal Conceit. Paul Krugman criticized the full reserves and tight credit advocated for in this man's theory of buisiness cycles. He was a student of Ludwig von Mises and defended classical liberalism in his The Road to Serfdom. For 10 points, name this economist of the Austrian School.","Friedrich_Hayek"
"This thinker noticed that the youngest children cannot repeat ""Tanya is standing up"" while looking at her sitting down, because the visual field and the field of sense are not separated. This pioneer of defectology wrote that a stick may act as a pivot for cognitive development when a child pretends that it is a horse in ""The Role of Play in Development."" He wrote that egocentric speech dialectically transforms into internal speech. His most famous concept deals with the stage between independent problem solving and problem solving through collaboration or assistance. For 10 points, name this Soviet psychologist who introduced the idea of zone of proximal development.","Lev_Vygotsky"
"This theory was popularized in the book Social Choice and Individual Values, and won its namesake the Nobel Prize in Economics in 1972. This theory assumes that a preference order must be extracted on a given set of options and states that monotonicity, non-imposition, and independence of irrelevant alternatives together imply Pareto efficiency. This theorem states that [*] universality, non-dictatorship, monotonicity, non-imposition, and independence of irrelevant alternatives are not all attainable by a single voting system with at least two voters and three options. For 10 points, name this theorem regarding a lack of fairness in certain voting systems.","Arrow's_impossibility_theorem"
"This thinker collaborated with Gregory Bateson on a photographic analysis of Balinese Character. This thinker described the female-dominated Tchambuli people, along with the Arapesh and Mundugumor in Sex and Temperament in Three Primitive Societies. In one work, this woman wrote about the use of chicken blood to circumvent a system of ceremonial virginity, known as [*] taupou. That work was criticized by Derek Freeman, who claimed that the natives this woman interviewed lied about their adolescent experiences on the island of T'au in Polynesia. For 10 points, identify this female anthropologist, author of Coming of Age in Samoa.","Margaret_Mead"
"This man collaborated with Furtmuller and Wexburg on the essay collection To Heal and to Educate and was influenced by the mental construct ideas of the philosopher Hans Vaihinger. This man posited three factors--pampering, neglect, and organ dysfunction--that give rise to personality problems. This psychologist argued that neuroses resulted from people's inability to achieve self-realization in The [*] Neurotic Constitution, a theory known as individual psychology. For 10 points, name this Austrian psychologist who coined the term ""inferiority complex.""","Alfred_Adler"
"This man's work was expanded upon in the ERG theory of Clayton Altderfer. This man believed that those who were ""problem-centered"" and ""reality-centered"" could have ""peak experiences."" This man contrasted B-values with D-values. With Carl Rogers and Clark Moustakas, this man founded the Association for Humanistic Psychology. This psychologist studied [*] Einstein and Eleanor Roosevelt for his most famous construct. This author of Toward a Psychology of Being placed safety, love, and esteem below self-actualization. For 10 points, name this psychologist who created the ""hierachy of needs.""","Abraham_Maslow"
"This man argued that state-licensing requirements restricted entry into the medical field, inflating doctors' salaries. He proposed that Keynesian economics cause stagflation in a work he wrote with his wife entitled Free to Choose. He also suggested the people always spend the same percentage of their income on consumption in A Theory of the Consumption Function. This man also posited that consumers base their economic decisions on [*] expected future income rather than current income in his ""permanent income hypothesis."" For 10 points, identify this Chicago school economist who authored A Monetary History of the United States and Capitalism and Freedom.","Milton_Friedman"
"A gap in this quantity is related with unemployment in Okun's law, and cost-push inflation is characterized by a decrease in this value. It differs from its counterpart in that it does not account for investments by foreigners nor investments held by natives in [*] other countries. Calculated using the income or expenditure approach, this value is defined as the sum of private consumption, gross investment, government spending and net exports. A decrease in it for two consecutive quarters is known as a recession. Also known as aggregate demand, for 10 points, identify this quantity that is equal to the net goods and services produced in a country.","Gross_domestic_product"
"John Von Neumann's work in this field includes backward induction. John Maynard Smith developed the Evolutionarily Stable Strategy using work in this field. This field was initially developed to analyze situations in which one party does better at another's expense, called [*] zero-sum. In this field, a ""stag hunt"" is a situation that has a conflict between safety and cooperation and the idea that each player's strategy is the best response to the strategies played by his rivals is central to this field and is known as Nash equilibrium. For 10 points, identify this branch of applied mathematics, whose most well known problem is the Prisoner's Dilemma.","Game_theory"
"A variant on this effect was observed in a rope-pulling experiment conducted by Max Ringelmann. This effect was first demonstrated in 1968 by Darley and Latane. In one experiment on this effect, participants completed questionnaires while a room filled with smoke. This effect's causes include [*] pluralistic ignorance, deference to qualified authority, and diffusion of responsibility. Good Samaritan laws combat this effect, which was observed during Winton Moseley's murder of Kitty Genovese. For 10 points, identify this psychological effect that results in a reduced likelihood of one person helping another when in a group of observers.","Bystander_effect"
