"text","page"
"It isn't Purim, but on this holiday al ha-nissim is added to a prayer. On this holiday, many Hasidim recite Psalm 91 seven times after a certain action. The blessings L'hadlik neir and she-hekhianu are given on this holiday. The songs Hanerot Halalu and Ma'oz Tzur, or ""Rock of Ages,"" are sung on this holiday. ""Gelt"" is a traditional gift of money on this holiday, which begins on the twenty-fifth of Kislev. The letters nun, gimel, hei, and shin are on an object used on this holiday. Celebrating events from the book of Maccabees, it commemorates a day's worth of oil lasting eight. For 10 points, name this Jewish holiday during which people spin dreidels and light the Menorah.","Hanukkah"
"A sermon delivered by one participant in this event claimed that its participants were not drunk but rather were fulfilling a prophecy from the book of Joel. In the Western liturgical calendar, this event immediately precedes the second period of Ordinary Time and is celebrated using red vestments in the Roman Rite. This event also lends its name to a movement within Charismatic Christianity that is uses glossolalia. This day commemorates the event in chapter two of Acts in which the Holy Spirit descended upon the apostles. For 10 points, name this Christian holiday, sometimes called Whitsun, which is named for coming fifty days after Easter Sunday.","Pentecost"
"In this work, a king en route to convert the Bilqis encounters a talking ant. Another figure in this work is told to shake a palm tree and eat the dates during childbirth. Another section, which sees Moses resurrect a dead body by slapping it with a cow hide, praises God as ""the most Gracious, the Most Merciful."" In another episode, the transcriber ascends through seven heavens to speak to God. The ""Throne"" and the ""Sword"" are among its verses, or ayat, and ""The Ant,"" ""Mary,"" ""The Cow,"" and ""The Night Journey"" are among its chapters, or suras. Revealed by Gabriel to Muhammad, for 10 points, name this Islamic holy book.","Quran"
"In the eschatology of this religion, Saoshyant brings about the final renovation of the world. In its scripture, Yima repeatedly uses a seal and dagger to make the earth grow. After death, some of its practitioners are placed on a dakhma. The primary text of this religion includes the liturgical Yasna and a section on protecting against Daevas, the Vendidad. This religion's holy book includes the Gathas and is written in a namesake language called Avestan. In this religion, the six Amesha Spentas oppose the evil Ahriman and are the divine sparks of Ahura Mazda. For 10 points, identify this dualistic Iranian religion whose adherents worship in fire temples.","Zoroastrianism"
"A debate between this religion's founder and Archelaus is Hegemonius's only surviving work, which is called Acta Archelai. The Red Turban sect was started by members of the White Lotus and this religion. Bahram II killed the apostle Sisin of this religion. Diocletian burnt its followers alive along with their sacred books. Its founder wrote the Shabuhragan, a work dedicated to Shapur, and believed that there was originally a World of Light and a World of Darkness. For 10 points, name this religion that St. Augustine followed for nine years before converting to Christianity, a religion named for a third century Iranian prophet.","Manichaeism"
"This figure built the nehushtan to heal some companions from snakebites and disappeared after climbing Mount Pisgah. According to the sura Al-Qasas, after breaking up a second fight involving the same quarrelsome man, this figure fled to Midian. This figure was hidden for three months before being set afloat on a reed basket by Amram and Jochebed, who three years earlier had given birth to Aaron, who constructed the Golden Calf in this man's absence. Getting help from a strong east wind that separated the Sea of Reeds, this figure delivered the Hebrews from Egyptian slavery. For 10 points, name this prophet who received the Ten Commandments on Mount Sinai.","Moses"
"This man spent the end of his life living in and constructing the town of Timnath-serah. Early in his life, this man and Caleb were the only two of 12 spies who gave a favorable report at Kadesh-Barnea to the Hebrew army. Later, while led by this man, that army lost a battle due to the sins of Achan, who had stolen some silver and gold. This man then asked God in front of the Ark why he would let the Amorites destroy them before leading the army to victory at Ai. Earlier, this man had ordered one man from each tribe to carry a large rock from the middle of a river they had crossed. More famously, this man sent spies into a town who were hidden on a rooftop underneath stalks of grain by Rahab, whose family was saved when the city was conquered. For 10 points, name this man who led the Israelites across the Jordan into the Promised Land after the death of Moses and captured the city of Jericho.","Joshua"
"A tale of his youth says that this man could not stop praying until he drowned out the cries of a male sparrow. Also as a child, this man explained to his teacher that the straight line which comprises the first letter of the Persian alphabet is a metaphor for the unity of God. This man promulgated the three principles of living honestly, helping others, and ceaseless devotion to God, or naam japna. The earliest accounts of the life of this author of the Muul Mantar declaration of faith are included in the Janamsakhis and Vars written by Bhai Gurdas. He proclaimed ""there is no Hindu and no Muslim"" before his death in the 1530s, when he turned into a pile of flowers and was succeeded by Angad. For 10 points, identify this founder and first guru of Sikhism.","Guru_Nanak"
"On this holiday, Malkhuyot, Zikhronot, and another blessing are added to the Musaf service. On the eve of this holiday, Ashkenazi recite the Akeidah, Chatanu, and Techinah prayers, which are subsets of the Selichot prayers. Followed the next day by a fast commemorating Gedaliah, it is believed to be the day when God opens the Sefer HaChaim, or Book of Life. It also includes the tashlikh, a ceremony in which crumbs are thrown into an open body of water. Apples dipped in honey are consumed on this two-day holiday, which begins on the first of the ten Days of Awe. Immediately preceded by the month of Elul, it occurs on the first and second of Tishrei, about nine days before Yom Kippur. For 10 points, name this Jewish holiday on which the shofar is blown to commemorate the new year.","Rosh_Hashanah"
"One chapter in this book features a marriage meal where fine linens are distributed to a select few. The people of Sardis are call ""dead"" despite having ""a name that [they] are alive,"" and the people of Laodicea's works are ""neither hot nor cold"" in this book. Emeralds, jasper, carnelians, and crystals are used to describe the Throne in Heaven in this book, and there are angels continually chanting ""Holy, Holy, Holy is the Lord God Almighty."" Golden bowls are poured in this text to symbolize God's vengance alongside seven seals broken and seven trumpets blown. Usually attributed to John, for 10 points, name this book of the Bible featuring four horsemen and the final battle between good and evil, considered the last canonical book.","Book_of_Revelation"
"One creation story from this religion claims that all beings were sprung from one-fourth of Purusa(POO-roo-SAH), while the Puranas (""PURR""-on-AHS) describe how the world is created, sustained, and destroyed by three gods in the form of a lotus flower. Other texts important in this religion include the Mahabharata (mah-HAH-bah-RAH-tah), the Ramayana (RAH-mah-YAH-nah), and the Vedas (VAYduhs). For 10 points, what religion centers on the three gods Vishnu, Shiva, and Brahma?","Hinduism"
"The scholar John Marshall described this text as a parable of the civil wars gripping Rome, and he regards it as a Jewish text written by John of Patmos. The seven heads of the beast described in this book are often interpreted as the succession of seven Roman emperors during the first century. This book also describes the Four Horsemen of the Apocalypse. For 10 points, name this last book of the New Testament.","Book_of_Revelation"
"This text was written down by Sahabas (sah-HAH-bahs) after the death of the leader that received it. The clarification of the meaning and significance of this document is the practice of tafsir (TAHFSEER). Its hundred and fourteen chapters are called suras (soor-AHS). It literally means ""the recitation"" and is said to have been revealed by Gabriel to Muhammad. For 10 points, what ""divinely ordained"" religious text is sacred to Muslims?","Quran"
"Observers of this holiday often eat jelly-filled doughnuts called sufganiyot (soof-GAH-nee-yoat) and potato pancakes called latkes. They may play a game with a spinning top whose sides are marked nun, gimel, hey, and shin on this holiday; that object is called a dreidel (DRAY-duhl). It commemorates the successful revolt against Antiochus (an-tee-OH-kuss) led by Judah Maccabee. For 10 points, name this wintertime Jewish holiday that includes the lighting of a Menorah.","Hanukkah"
"Seven laws that apply to non-Jews are named for this figure, whose nakedness was uncovered by one of his sons. An agreement this figure made with God is symbolized by the rainbow. He was the son of Lamekh (LAH-meck) and had three sons, Japheth (JAY-feth), Ham, and Shem. To confirm that one of his jobs was complete, he sent a dove to check for dry land. For 10 points, identify this Biblical character who took two animals of each kind in his ark.","Noah"
"This sect takes inspiration from a text in which the disciple Mahakasyapa receives prajna. In addition to the Flower Sermon, texts in this sect include The Gateless Gate and The Blue Cliff Record. Its founder, Bodhidharma, spread this religion into China where it is called Chan. Members of this religion attempt to gain satori through reflective contemplation. The Rinzai school of this sect in Japan makes use of koan poems as a means of self-inquiry. For 10 points, name this branch of Mahayana Buddhism that emphasizes self-realization through meditation.","Zen"
"The first version of this rite was described as ""compensatory"" in a chapter of The Sealed Nectar. Participants in this rite stay at Mina. At the conclusion of this rite, participants say a tawaf and sa'i before shaving their heads. Requirements of this rite include stoning the Devil and traveling to Mt. Arafat for a day of prayer called Wuquf. Men undergoing this rite must wear the ihram, and its central action involves circling the Kaaba seven times. For 10 points, name this fifth pillar of Islam, a pilgrimage to Mecca.","Hajj"
"In this religion's belief system, an inhabitant of Zarahelma discovered the nation of Coriantumr, the last refuge of the Jaredites. This religion's texts include Doctrines and Covenants and The Pearl of Great Price. A leader of this religion was killed at Nauvoo, spurring his followers to move west in 1846 and '47. The Golden Plates found by Joseph Smith provided the basis for the namesake book of this religion, which was once led by Brigham Young. For 10 points, name this religion of the members of the Church of Jesus Christ of Latter-Day Saints.","Mormons"
"The entire Hallel is only recited on the first day of this holiday, which begins on the 15th of Nisan. Before its observation, all chametz must be removed. Maror and charoset are among the special foods consumed on this holiday, on which observers eat bitter herbs to remember the enslavement of their people. This observance is also called the Feast of the Unleavened Bread. For 10 points, give this Jewish holiday named for the Angel of Death sparing the lives of the firstborn sons, which celebrates the deliverance of the Israelites from Egypt.","Passover"
"This religion was founded by a philosopher who wrote a text emphasizing three ""jewels"" or ""treasures,"" basic virtues sometimes translated as Compassion, Moderation and Humility. Its founder is portrayed alongside Confucius and the Buddha in the painting ""The Vinegar Tasters."" Its symbols include the Taijitu, which represents Yin and Yang. Its pantheon includes the Jade Emperor and its founder Lao Tzu. For 10 points, name this Chinese religion and philosophical school whose name means ""way"" or ""path.""","Taoism"
"The beginning of this holiday sees the worship of the cow in remembrance King Prithu's milking of the earth. This festival commemorates Yama's visit to Yami by having brothers bring their sisters gifts. Occurring over the last days of Ashvin and the beginning of Kartika, this holiday celebrates the release of Guru Hargobind and is known as Bandi Chhor Divas in Sikhism. The fourth day of this festival celebrates the emergence of the goddess of wealth from the churning of the ocean, and on that day lamps called diyas are lit. For 10 points, name this Hindu holiday that celebrates the return of Rama after his defeat of Ravana, sometimes known as the Festival of Lights.","Diwali"
"Pashur ben Immer had this man beaten and then imprisoned in the Upper Gate of Benjamin, after which he doubted his ability to speak God's word. The false prophet Hananiah once broke a yoke of wood resting on this man's neck, and this figure was called to the ministry one year after Manasseh's grandson Josiah began suppressing idolatry in Judah. This advisor to King Zedekiah and native of Anathoth was released by Nebuchadnezzar after the Babylonian invasion and he wrote the Book of Lamentations with his scribe Baruch. For 10 points, name this Old Testament prophet who also wrote 1st and 2nd Kings as well as his namesake book, which comes after Isaiah.","Jeremiah"
"This figure defeated Sihon of Heshbon and King Og at the Battles of Jahaz and Edrei, respectively. After hearing news of this man's army, Balak asked Balaam to curse it. At Meribah this father of Gershom and Eliezer lived up to his name by drawing water out of a rock. After saving the seven shepherdess daughters of Jethro in Midian, this man was given Zipporah in marriage. When he was a baby, this man's sister placed him in a basket of rushes and set him adrift on a river, and when he was older he found a burning bush that spoke to him. This man also notably turned the Nile in to blood and parted the Red Sea. For 10 points, name this man who led the Jews from Egypt in the Exodus.","Moses"
"The korbanot that takes place on this day is described in detail in the Musaf prayer at the Avodah service given by the High Priest. During evening prayers on this day, married men wear a white robe called a kittel. On the eve of this holiday, celebrators recite in Aramaic the renouncement of all personal vows made during the coming year. The entirety of the Book of Jonah is read during this holiday, after which a recitation of the Shema Yisrael concludes the evening services. The Kol Nidre is recited during this holiday, whose five prohibitions include the wearing of leather shoes. For 10 points, name this Jewish holiday observed on the 10th of Tishrei, known as the Day of Atonement.","Yom_Kippur"
"The initiates of this faith are called The Knowers, or uqqal, and they are the only ones with access to this religion's holy texts, The Instruction. Although this religion eschews ritual and ceremony, its adherents revere the tombs of Sabalan and Jethro as holy sites. Founded during the caliphate of al-Hakim, this faith is symbolized by a five-pointed star of green, yellow, red, white, and blue. After a feud with the Maronite Christians, many members of this faith moved to Mt. Hauran in Syria. For 10 points, identify this monotheistic religion that grew out of Islam and is practiced in Israel, Lebanon, and Syria.","Druze"
"In one neat ritual from this religion, a floormat is painted with a map of the stars and the practitioner ""paces the void"" from star to star. Attaining immortality in this religion can be done by closing your eyes and matching the sun to your heart and matching the moon to your kidneys to absorb their essence. In this religion the root of a human being is said to reside in the ""lower cinnabar field,"" in contrast with the brain, which is the seat of the soul and is called the ""Muddy Pellet."" The central deities in this religion are known as the Three Pure Ones. An ""uncut block"" is used as a metaphor for a state of always doing what is natural also known as ""action without action"" or wu wei. For 10 points, name this religion founded by Laozi, whose name literally translates as the ""way"".","Taoism"
"This figure once guaranteed that a king's family would rule for seven generations when that king offered him some cannabis, but he condemned wine when a priest offered him some. He refused to join a man in prayer because he could tell that the man was not praying, but rather thinking about a baby horse that might fall into a well. A poisonous cobra protected this man from sunlight when he was herding buffalo as a child. In his youth, he impressed a teacher by comparing God's nature to the first letter of the alphabet. This subject of the Janamsakhis preached that ""God is everywhere"" to explain why he slept with his feet toward the Kaaba. This man's teachings are followed through kirat karo, vand chakko, and naam japna. Because he believed that ""there is no Hindu, there is no Muslim,"" he chose to follow God's path. For 10 points, name this first guru of Sikhism.","Guru_Nanak"
"One preacher of this faith died of breast cancer after she received a brooch as a token of affection from the convert Queen Marie of Romania. One practice in this faith is a voluntary donation of 19% of one's excess wealth to the head of this faith, an act known as ""the Right of God."" The announcement that there would be no other prophet for one thousand years was made on the first day of a twelve-day holy period observed in April and May by its devotees. Nine verses are written above nine entrances to the nine-sided places of worship in this faith, including Delhi's Lotus Temple. This religion, which observes the festival of Ridvan, is governed by an institution in Haifa established at the end of a Ten Year Crusade launched by Shoghi Effendi. The Universal House of Justice is the seat of, for 10 points, what religion rooted in the Book of Certitude, which was founded in Persia by Baha'ullah?","Bahá'í_Faith"
"This person hears the word ""ne'um"" more than any other character in the Bible. He relates the apprehension caused by God's wrath by saying ""He was unto me as a bear lying in wait, and as a lion in secret places."" This person goes to a rock crevice in Pareth to hide a completely dry linen belt, which God tells him is symbolic of the binding of Israel to its covenant. This native of the village of Anatoth serves the ""five kings"" after first being called to ministry during the reign of Josiah. He describes a widow crying every night after exclaiming ""How! How is this possible"" in one book and witnesses a potter shaping a clay bowl in another. Nebuchadnezzar authorized the release of this prophet, the purported author of 1 and 2 Kings. For 10 points, name this second major prophet, who recounted the destruction of the Second Temple in Lamentations.","Jeremiah"
"This man instructs a listener to go to Rachel's tomb, where two men will inform him that two missing donkeys have been found. A resident of Ramah in the land of Zuph, this man is identified as the son of Elkanah. He came to power when his predecessor died after hearing that the Ark of the Covenant had been captured and that all his sons had died in battle. As a ghost, this man predicts a horrific defeat when he is summoned by the Witch of Endor. He is conceived when his barren mother Hannah goes to a temple and is blessed by the prophet Eli. The namesake of two Old Testament books, this man crushes the Philistines at Mizpah before anointing both the first and second kings of the Israelites. For 10 points, name this Old Testament prophet and judge, an advisor to Saul and David.","Samuel"
"Immediately before this holiday, the defeat of the tyrant Nikanor is celebrated and three halves of the local coin are offered to the poor on a minor fast day. The founder of Der Sturmer, Julius Streicher, made a sneering reference to this holiday moments before his hanging after the Nuremberg Trials. This holiday is celebrated on an alternate date in cities that had walls during Joshua's conquest of Israel. The bribe-money-filled pockets of one character are represented by the triangular pastries eaten on this holiday, in which graggers cause clamor in order to blot out the mention of a villain's name. Celebrated on the 14th of Adar, this holiday involves drinking until one cannot tell the defeat between Mordechai and Haman. For 10 points, name this Jewish holiday which celebrates the heroism of Esther.","Purim"
"Matthew, Chapter 28 notes that Jesus commanded his followers to ""go therefore and make disciples of all nations"" by performing this action. Seventh-day Adventists reserve this practice for adults, though in most Christian denominations it is primarily for infants. For 10 points, identify this Christian initiation sacrament in which participants are sprinkled with or immersed in water.","Baptism"
"Every chapter after the first chapter of this work is arranged from longest to shortest and all but one begins with the word ""bismallah"" (biss-MAH-lah). This work's second chapter is known as the ""Cow"" sura and the first revelation in this text was transmitted when Muhammad was near the Cave of Hira (HEE-rah). For 10 points, identify this text that is taken to be the word of Allah by Muslims.","Quran"
"After initiation into the Khalsa (KAHL-sah) in this religion, adherents must wear a wooden comb, known as the ""kanga""(KAHN-gah), and a steel bracelet, known as the ""kara"" (KAH-rah), which are two of the five K's. Arjun (AR-joon) Dev compiled this religion's holy text, the Adi Granth, which contains many of the sayings of the first leader, or guru, of this religion. For 10 points, identify this religion founded by Nanak, whose adherents are mostly found in the Punjab region.","Sikhism"
"After initiation into the Khalsa (KAHL-sah) in this religion, adherents must wear a wooden comb, known as the ""kanga""(KAHN-gah), and a steel bracelet, known as the ""kara"" (KAH-rah), which are two of the five K's. Arjun (AR-joon) Dev compiled this religion's holy text, the Adi Granth, which contains many of the sayings of the first leader, or guru, of this religion. For 10 points, identify this religion founded by Nanak, whose adherents are mostly found in the Punjab region.","Sikhism"
"This religion was practiced by members of the Way of the Five Pecks of Rice. Compassion, frugality, and humility are this religion's Three Treasures. One of this religion's important texts was written by Zhuangzi. Concepts in this religion include perception without prejudice, or pu, and power, or de. Its deities include the creator god Pangu and the heaven-ruling Jade Emperor. It stresses the principle of ""doing without doing"" called Wu Wei. For 10 points, name this Chinese religion of ""the way,"" the central text of which was written by Laozi.","Taoism"
"The speaker of this book is given a ""reed like unto a rod"" and is told to measure the temple of God and the worshippers inside. Some events of this book are set off by the ""Lion of Judah."" It describes the star Wormwood, which poisons the waters it falls on. Martyrs cry for the ""word of God"" in this book during the opening of the fifth seal, which is followed by seven trumpets blown by seven angels. Its authorship is attributed to John of Patmos. For 10 points, name this last book of the Bible that describes the end of the world.","Book_of_Revelation"
"On this day alone, the Kohen Gadol wore white linen robes while pronouncing the Tetragrammaton. Its worship service ends with the Ne'ila and involves reading the Book of Jonah. This day, which features five prayers beginning with the Kol Nidre, takes place on the Tenth of Tishrei, ending the High Holy Days. It occurs five days before Sukkot and nine days after Rosh Hashanah. For 10 points, worshipers seek God's forgiveness while abstaining and fasting on what Jewish Day of Atonement?","Yom_Kippur"
"This book includes a dream in which an enormous idol made of four metals, with feet of mixed iron and clay, is destroyed. Figures in this book include the Kings of the North and South and Darius the Mede, a ruler whose coming is foretold by a disembodied hand. This book includes four apocalyptic revelations and an account of Shadrach, Meshach, and Abednego, who are thrown into a furnace. For 10 points, name this Old Testament book whose namesake survives being thrown into a lion's den.","Book_of_Daniel"
"On one journey, this figure traveled with Silas after refusing to bring John Mark along. He cured Publius's father of dysentery after being shipwrecked on Malta, where he was bitten by a snake but remained unharmed, leading him to be confused for a god. He preached in both Antioch and Jerusalem with Barnabas. This man converted after his sight was restored by Ananias, which was necessary due to a vision he saw on the road to Damascus. For 10 points, name this Apostle, a native of Tarsus, who wrote one epistle to the Romans and two to the Corinthians.","Paul_the_Apostle"
"In one story, this man reaches his hand into his own chest and pulls it back out, after which it looks like snow. In another story, he causes total darkness to cover a land for three days. He built a tabernacle that seemed to be covered with fire during the day. He protected seven shepherdesses at a well and was adopted by Hobab, whose daughter Zipporah he married. This man, who fled to Midian after murdering a man, saw God in the form of a burning bush and set the plagues upon Egypt. For 10 points, name this brother of Aaron who parted the Red Sea.","Moses"
"Followers of this holy man built the Stele of Chang-an in 781 CE. Alopen established worship of this man during the Tang Dynasty. In Japan, artworks showing revered figures in this man's namesake religion were known as fumi-e, and people reluctant to step on them were persecuted as Kirishitan. The Shimabara Rebellion was a revolt of Japanese people who worshiped this man, whose supposed younger brother led the Taiping Rebellion. For 10 points, name this man whose teachings were spread to India and China by Jesuit missionary Francis Xavier.","Jesus"
"Aside from Song of Songs, this is the only biblical book which does not mention God. In this book, Zeresh's husband tries to reward the man who thwarted Bigthana and Teresh by constructing a gallows fifty cubits high. At the beginning of this book, (*) Vashti refuses to appear at a banquet naked. When the name of one character in this book is said, Jews boo and shake groggers to drown it out; that man is the wicked advisor Haman. The title character of this book is selected to marry Ahasuerus and is helped by her uncle Mordechai. For ten points, name this book, sometimes called the Megillah, which is read on Purim.","Book_of_Esther"
"This man once told a crowd that ""the man with two tunics should share with him who has none."" Because this man's father had been struck mute, his father had to use a writing tablet to indicate his name after his birth. While he was still in the womb, he leaped for joy, startling his mother, Elizabeth. This son of Zechariah predicted that someone whose sandals he was not fit to carry would come, and also denied being the Prophet or Elijah. After speaking against the king's marriage to Herodias, he was executed at the request of Salome. This prophet wore clothes of camel hair while eating a diet of locusts and honey in the wilderness. For 10 points, name this prophet who predicted the coming of Jesus and got his name because he submerged people in the River Jordan.","John_the_Baptist"
"This man once told a crowd that ""the man with two tunics should share with him who has none."" Because this man's father had been struck mute, his father had to use a writing tablet to indicate his name after his birth. While he was still in the womb, he leaped for joy, startling his mother, Elizabeth. This son of Zechariah predicted that someone whose sandals he was not fit to carry would come, and also denied being the Prophet or Elijah. After speaking against the king's marriage to Herodias, he was executed at the request of Salome. This prophet wore clothes of camel hair while eating a diet of locusts and honey in the wilderness. For 10 points, name this prophet who predicted the coming of Jesus and got his name because he submerged people in the River Jordan.","John_the_Baptist"
"The Kalpasutra is a document that details this religion's practices. That text was authored by a man, whose brother Varamihara was an astrologer whose actions made him convert to this religion. This religion's holy week of Paryushan ends with the Pratikraman prayer. Participants of this religion may undergo Santhara to die at the end of life. Bhadrabahu divided this religion into two groups, one of which wears only white clothing, Yatis adherents of this religion cover their mouths to avoid harming insects and adherents of this religion are strict vegetarians, both of which are illustrative of this religion's principles of non-violence called ahimsa. For 10 points, name this religion that follows the teachings of Mahavira, the first Tirthankara.","Jainism"
"This text makes the claim that men who are thrust down into hell, men who deny not the Holy Spirit and men who did not receive the gospel of Christ have glory equal to that of the stars, which it terms ""telestial."" It notes that evil men don't give good gifts and that the skin of evil people was blackened. One of its figures notes that his father ""dwelt in a tent"" and that his descendants fought the Lamanites. It relates the Testimony of the Eight Witnesses and describes Jacob, who is the brother of Nephi. This work describes Moroni, who titles its last section, who inspired its creation. This work's author owned a seerstone before his First Vision and named its locations after places in New York. For 10 points, name this text supposedly translated from golden tablets by Joseph Smith.","Book_of_Mormon"
"In October of 1985, members of this religion were given a document that foretold the coming of a ""Supreme Tribunal"" that would advise all kings and leaders. That document, which praised the formation of the League of Nations, cited this religion's founder, who foretold the ""planetization of mankind"". That founder of this religion spent four months in the Black Pit and wrote its sacred text the Kitab-i-Aqdas while in exile in Acre. Houses of worship in this religion are nine-sided and have a central dome. A shrine to its founder was built by the Guardian Shoghi Effendi at Haifa. This religion believes that there was a series of Messengers of God from Abraham to the Bab. For 10 points, name this religion founded by Baha'u'llah.","Bahá'í_Faith"
"The founder of this movement wrote that his mission was to travel throughout the country, preaching to the ""elect seeds of God."" One of its earliest leaders looked a lot like Jesus Christ, so he re-enacted Christ's entry into Jerusalem while on a donkey at Bristol. That man, James Nayler, is one of the Valiant Sixty. Many Nicholites converted to this faith whose evangelical arms arose after the Gurneyite and Wilburite separations. One text of this faith advocates internal spiritual struggle and verbal debate and adherents believe the Bible is not authoritative. The Hicksites separated to form an Orthodox group in this sect that emphasizes the Inner Light. For 10 points, name this pacifist religion founded by George Fox whose members call themselves ""Friends.""","Quakers"
"This religion believes that one may ""overstand"" something while not understanding it. Its eating practices are heavily based on Revelation 22:2, which speaks of the ""leaves of the tree"" and the ""healing of the nation."" It is based on the teachings of Howell and meets for Groundings where reasonings occur. Its adherents celebrate the holiday of Nyabingi and follow a strict dietary code known as Ital. The Lion of Judah is sacred to this religion along with texts like The Promise Key and The Holy Piby. Babylon is an oppressive force that is contrasted with Zion in this religion that reveres Hailie Selassie. For 10 points, name this Jah-worshipping religion that ritually smokes ganja.","Rastafari"
"In Tibetan Buddhism, a material made from colostrum indicates the importance of this practice, and they practice a ""spiritual"" type of it to generate an ""inner heat."" Women practice this act on Karva Chauth, and most Hindus perform it on Durga Puja and for the New Moon. In another religion, this action is done in between suhoor and iftar. Many Mormons partake in one type of it during the first Sunday of every month. This practice is central to Tisha B'Av is a means of atonement during Yom Kippur. Muslims do it from sun-up to sundown during a period of time that culminates with Eid ul-Fitr. For 10 points, name this religious act of individual sacrifice that Muslims perform during Ramadan.","Fasting"
"One of these figures stabbed the extremely fat Eglon while a crowd thought Eglon was relieving himself. A lesser known one of these figures vowed to sacrifice the first thing he saw and then spotted his daughter. That figure later killed those who could not pronounce the word ""Shibboleth."" One of these figures tells a riddle whose answer refers to honey in a lion's carcass. Another of these figures asked for a sign from God by putting out a wool fleece and later used trumpets to confuse the Midianites. The most famous of these figures is last seen destroying the temple of Dagon after being blinded by the Philistines due to the treachery of Delilah. For 10 points, identify this group of Biblical leaders which included Gideon and Samson, who led Israel in their namesake book after the death of Joshua.","Book_of_Judges"
"One leader of this religion was known as ""Gus Dur"" and founded the National Awakening Party. The Hongwu Emperor wrote ""The Hundred-Word Eulogy"" in praise of this religion, but the majority of insurgents in the Panthay and Dungan revolts were adherents of it. This was the religion of Ma Huan, who wrote the book The Overall Survey of the Ocean Shores while serving the Yongle Emperor. The Chinese admiral Zheng He was born into a family who practiced this religion, while the Hui and Uyghur people predominantly adhere to it. People who follow this faith eat food certified as ""halal."" For 10 points, name this religion practiced by 88.2% of the population of Indonesia, most of whom adhere to the Sunni tradition.","Islam"
"In Nepal, this period is marked by adorning puppies with garlands, and the goddess of death is honored on its fourth day. Some people whitewash their houses during it, and doorways are often decorated with rangolis during this holiday. Brothers give a gift to their sisters during this holiday, and this holiday often marks the beginning of a new year for merchants. Parts of this holiday celebrate Bali's return to rule the earth and the defeat of Naraka, and many people gamble with dice during this holiday. Modern celebrations of this holiday involve many firecrackers, and a special Pooja to Lakshmi is performed during it. Many kandils, or lanterns, are lit during this period. For 10 points, name this Hindu festival during which the goddess of wealth is honored by using lights.","Diwali"
"Tertullian called penance and this process the two ""planks"" on which people may be saved from shipwrecks, in his book titled for it. Catechumens have never undergone this process. In the Bible, an instance of this process leads to the line, ""This is my beloved Son, in whom I am well pleased."" Variants of this practice include affusion and aspersion. Matthew 3:11 mentions that ""he that cometh after me"" will perform this with the Holy Ghost and with fire, instead of ""in the name of the Father, the Son, and the Holy Ghost."" A namesake font is used for this practice. For 10 points, name this first sacrament, a ritual that John performed on Jesus by pouring water on him.","Baptism"
"One holiday in this region celebrates the release of one of its central religious leaders from the Gwalior Fort. That festival, Bandi Shor, is the second most important festival in this religion after the new year, Vaisakhi. Adherents to this religion pray at temples called gurdwaras. One must recite the Mool Mantar while undergoing this religion's baptism ceremony, and once the baptism is completed, the new member of the Khalsa is required to wear the items known as the ""5 Ks."" The spiritual leader of this religion is a personification of its holy text, the Adi Granth. For 10 points, name this religion founded by Guru Nanak which holds holy the Golden Temple at Amritsar.","Sikhism"
"Texts in this religion are called either Sruti, meaning what is heard, or Smriti, meaning a recollection. One text of this religion is the Laws of Manu. One sect of this religion is the Smarta sect, which was founded by Shankara. This religion's oldest text is divided into ten Mandalas. The accumulation of material wealth, or artha, is one of the purusarthas, the four main goals of this religion. Followers of this faith aim for release, or moksha, and believe in a natural law or duty called dharma. Members of this religion believe in a cycle called samsara and its religious texts include the Upanishads and Vedas. For 10 points, name this most popular Indian religion.","Hinduism"
"This religion's founder was motivated to action when his favorite dancer suddenly died in the middle of a performance. Members of this religion bow to five different groups of people while performing the Namokar mantra. The most important scripture of this religion is the Purvas. People in this religion are called ""Ford-makers"" if they help others cross the ""ocean"" of material desires called tirtha. Monks in the Digambara sect of this religion practice nudity, and many members, following ahimsa, wear cloth over their mouths to avoid accidentally killing insects. For 10 points, name this religion founded by Mahavira that emphasizes nonviolence.","Jainism"
"This man once redeemed a murderer who wore a necklace of the fingers of his victims. Failed assassination attempts on this man involved a boulder that ended up splintering into pieces and a drunken elephant, and were planned by Devadatta. This man hailed from Shakya, and on the night of his conception his mother Maya dreamt of being pierced by an elephant with six tusks. This figure was shocked in his youth to encounter a diseased man, a decaying corpse, and an ascetic, and this prince later sat beneath the Bodhi tree. For 10 points, name this teacher of the Eightfold Path and the Four Noble Truths, the founder of a namesake Asian religion.","Gautama_Buddha"
"The volunteer organization Hadassah was named for this book's title character. Minor characters in this book include Bigthan and Teresh, and it takes place in the city of Shushan. Aside from the Song of Songs, this book of the Bible is traditionally the only one not to include the word ""God."" When read aloud from a megillah, this book is often interrupted with the sound of ""groggers"" to drown out the name of the antagonist. Its title character gains the favor of King Ahasuerus after Vashti is dismissed. Mordechai refuses to bow down to Haman in this book, but the queen's courage saves all the Jews. For 10 points, name this book of the Bible traditionally read on Purim.","Book_of_Esther"
