"text","page"
"One of this thinker's works is structured as a series of objection and responses, and that work introduced the ""unmoved mover"" argument. At the behest of Urban IV he wrote Against the Errors of the Greeks. This man's best known work is divided into thirty-four sections that make up three larger books titled ""Theology,"" ""Ethics"" and ""Christ."" This man originated the ""Doctrine of Double Effect"" to motivate just war theory. This theologian studied under Albertus Magnus and he is sometimes called ""Doctor Angelicus."" This man's best known works offers five arguments for the existence of God. For 10 points, identify this Christian theologian who wrote Summa Theologica.","Thomas_Aquinas"
"This work notes the similarity between ""one action of many men and the many actions of one multitude"" in the section titled ""Of the Difference of Manners."" This work's fourth part considers scriptural misinterpretation, which can bring about the ""Kingdom of Darkness."" This work's posthumous follow-up consisted of a dialogue between A and B about the nature of rebellion. This work includes the phrase ""bellum omnium contra omnes"" and asserts that life is ""solitary, poor, nasty, brutish and short."" For 10 points, identify this book advocating an absolute monarchy by Thomas Hobbes.","Leviathan_(Hobbes_book)"
"This philosopher argued one cannot think about the ""intuitive apprehension"" of another person's contemplation in his essay The Transcendence of the Ego. This philosopher wrote a work subtitled ""An Essay in Phenomenological Ontology"" that discusses the concept of ""bad faith."" This thinker also wrote a play featuring the lesbian Ines and the coward Garcin. For 10 points, identify this French philosopher who wrote Being and Nothingness and illustrated the tenets of existentialism in his play No Exit.","Jean-Paul_Sartre"
"Alvin Goldman added a ""causal condition"" to a common three-part definition for this concept. Moore's paradox considers assertions made in spite of this concept. Foucault writes about power-hyphen-this in The History of Sexuality, and Foucault's major methodological work analyzes the basic unit of discourse, which he calls the statement, and is titled after the ""archeology"" of this concept. Edmund Gettier gave scenarios such as ""The Cow in the Field"" to suggest that this concept was different from justified true belief. For 10 points, name this philosophical concept, the subject of epistemology, which one gains by learning.","Knowledge"
"This philosopher wrote a work that opens with a dinner party where each attendee gives a demoralizing speech on love. This author of Stages on Life's Way discusses the parable of Agnes and the merman in a work that contemplates, ""Is there a teleological suspension of the ethical?"" as one of its four Problemata. He wrote a work that compares the paths of the Knight of Infinite Resignation and the Knight of Faith. This philosopher loved Regine Olsen and used the pseudonyms Johannes de Silentio and Victor Eremita. For 10 points, identify this Danish philosopher who wrote Fear and Trembling and Either-Or.","Søren_Kierkegaard"
"This thinker explained that God does not give humans the ability to err, but rather gives them only a limited ability to do right in his essay ""Concerning the True and the False."" This philosopher described a nervous system analogue called ""animal spirits"" in his Passions of the Soul. This philosopher wrote a work that offers four precepts of rightly conducted reason and three maxims to use the title subject to discover other truths. The appendix ""La Géométrie"" appears in this Discourse on Method. For 10 points, name this author of the Meditiations on First Philosophy whose namesake ""dualism"" originates from his inference ""I think, therefore I am.""","René_Descartes"
"This work considers statements such as ""the soul is simple"" and ""the soul is a substance"" as the ""paralogisms"" of its title subject.  This work's section ""The Metaphysical Deduction"" explains the evolution of pure concepts of understanding, which are called ""categories."" This work proposed that results from geometry and simple physics might be potential synthetic a priori truths. For 10 points, name this best-known work of Immanuel Kant followed by similarly titled examinations of ""judgment"" and ""practical reason.""","Critique_of_Pure_Reason"
"This author of an essay on J. L. Austin entitled ""Signature Event Context"" also engaged with Heidegger in his essay ""The Ends of Man."" This author's essay ""Cogito and the History of Madness"" was collected in a book that also includes a lecture he delivered about ""Structure, Sign, and Play."" His best known work introduces the ""hinge,"" the result that there can be no full speech. The former book is Writing and Difference, and the latter sparked a new school of literary theory. For 10 points, name this French-Algerian philosopher who wrote Of Grammatology and founded deconstructionism. ","Jacques_Derrida"
"This philosopher introduced an analogy describing where the burden of proof should rest, which is called his ""teapot."" This thinker wrote a work that argues we can avoid the ramified theory of types by introducing the axiom of reducibility. In another work, he describes how a woman married to a syphilitic man would be told to avoid birth control by the Church. This thinker's namesake paradox refers to the set of all sets that do not contain themselves. This philosopher is best known for a three volume work describing the basic analysis derived from fundamental axioms. For 10 points, identify this author of Why I Am Not a Christian who collaborated with Alfred North Whitehead to write Principia Mathematica.","Bertrand_Russell"
"As part of this man's disagreement with Siger of Brabant, this thinker wrote ""On the Unicity of Intellect"", a tract criticizing Averroes (AV-err-OH-ess). Despite not being Jewish, he wrote a critique of Christian heresies titled Contra Gentiles (jen-TEEL-ace), or Against the Gentiles (this time, pronounced as in English). The Second Vatican Council called this man the ""Perpetual Philosopher."" This student of Albertus Magnus divided his major work into sections on Ethics, Christ, and Theology. For 10 points, name this Scholastic medieval theologian, the author of Summa Theologica.","Thomas_Aquinas"
"Charles Stevenson espoused an emotivist form of this, and G.E. Moore advocated an intuitionist form of it. The ""virtue"" form of it is distinct from consequentialism, which is par tof Jeremy Bentham's utilitarianism, and deontology, which is the form of it used in Immanuel Kant's categorical imperative. It shares its name with the most famous work of Baruch Spinoza, as well as a ""Nicomachean"" treatise by Aristotle. For 10 points, name this branch of philosophy that deals with right and wrong.","Ethics_(Spinoza)"
"This man believed that naming and defining relationships must precede social order in a doctrine known as the ""Rectification of Names."" This man argued that Ruler to Subject, Father to Son, and Husband to Wife were among the five relationships subject to filial piety. This man's views were adapted by Mo and Mencius. This man is traditionally credited with authorship of The Spring and Autumn Annals, and his sayings are collected in his Analects. For 10 points each, name this fifth century BCE Chinese philosopher.","Confucius"
"This philosopher collected short works such as ""Schopenhauer as Educator"" is his Untimely Meditations. He wrote about the concept of eternal recurrence in The Gay Science, and contrasted the Apollonian and Dionysian modes in The Birth of Tragedy. He wrote about the will to power and the Übermensch in Thus Spoke Zarathustra. For 10 points, name this German philosopher, who wrote Beyond Good and Evil and Twilight of the Idols, and claimed that ""God is dead.""","Friedrich_Nietzsche"
"This man's political philosophy is alleged to promote totalitarianism in Karl Popper's The Open Society and Its Enemies. This philosopher relayed how a man taught a slave to double a square; that is part of this man's argument that knowledge is innate. He describes the arguments of Thrasymachus in a work that contains the ""Allegory of the Cave."" That work of his claims that philosophers would rule the title place. For 10 points, name this author of the dialogues Meno and Crito, who relayed Socrates's defiance in the Apology and wrote the Republic.","Plato"
"This thinker described the beautiful, agreeable, good, and sublime types of the titular action in one work. This man distinguished between analytic and synthetic propositions and put forth the possibility of a priori knowledge in his most famous work. This author of Critique of Judgement outlined an ethical rule based in duty that states that every moral question has an absolute answer that must be followed. For 10 points, name this German Idealist philosopher who wrote Critique of Pure Reason and formulated the Categorical Imperative.","Immanuel_Kant"
"This thinker wrote that the point of philosophy is not to interpret the world but to change it in his Theses on Feuerbach. This author of The Critique of the Gotha Program claims that all history is the ""history of class struggles"" in a work that begins by stating that a ""spectre is haunting Europe"". For 10 points, name this German philosopher who exclaimed ""workers of the world, unite!"" in Das Kapital and, with Fredrick Engels, wrote The Communist Manifesto.","Karl_Marx"
"This philosopher divided his first major work into sections examining passions, morals and understanding, and titled it A Treatise of Human Nature. In another work, he investigates the possibility of singular events contradicting laws of nature in a section title ""Of Miracles,"" a work that Kant credited as waking him from his ""dogmatic slumber."" The author of An Enquiry Concerning Human Understanding, for 10 points, name this Scottish empiricist philosopher.","David_Hume"
"This thinker argued that adherence to a ""Doctrine of the Mean"" between excess and deficiency was the ultimate expression of virtue in his Nichomachean Ethics. This thinker outlined the material, formal, efficient, and final causes of nature in one work. This man defined the genre of tragedy and stated that the aim of poetry and art is representation, or mimesis in another work. For 10 points, identify this ancient Greek philosopher, author of Metaphysics, Rhetoric, and Poetics, the most famous student of Plato.","Aristotle"
"He summarized his beliefs in the Encyclopedia of the Philosophical Sciences. He wrote about the doctrine of being and doctrine of essence in The Science of Logic. He set out his political philosophy in Elements of the Philosophy of Right. He postulated that the tension between a thesis and its antithesis results in a synthesis in his namesake dialectic. For 10 points, name this German Enlightenment philosopher who wrote Phenomenology of Spirit.","Georg_Wilhelm_Friedrich_Hegel"
"This thinker condemned religious persecution in ""A Letter Concerning Toleration"". This man believed that since knowledge was gained only through experience, the mind was, at birth, a blank slate or ""tabula rasa"" in An Essay Concerning Human Understanding. For 10 points, identify this English philosopher who refuted the divine right of kings in ""Two Treatises on Government"" and stated that all men were entitled to life, liberty, and property.","John_Locke"
"Thinkers associated with this ethical philosophy include Peter Singer and Herbert Spencer. This philosophy was founded by the author of A Fragment on Government who also created a felicific calculus, Jeremy Bentham. A book named for this philosophy discusses the Greatest-Happiness principle and was written by John Stuart Mill. For 10 points, name this ethical philosophy which holds that the worth of an act lies in the benefits it creates.","Utilitarianism"
"This man's argument that forms exist independently of the objects that possess them is refuted by the title character in the Parmenides. This character teaches a slave to perform a mathematical problem during a discussion of virtue in the Meno. He claimed ""the unexamined life is not worth living"" at a trial where he refused to admit to ""corrupting the youth,"" according to the Apology. In the Crito, this man refused to escape from his conviction of death. For 10 points, name this Athenian philosopher who was used as a character in the dialogues of his student Plato.","Socrates"
"In a letter to this man, William Molyneux questioned whether a blind man given sight could recognize touched items. That letter responded to this man's work on Boyle's idea of primary and secondary qualities. He defended his religion in The Reasonableness of Christianity, but argued against persecuting dissenters in his Letter Concerning Toleration. This empiricist advanced a natural rights theory of the social contract and formulated the tabula (TAH boo lah) rasa. For 10 points, name this Englishman who influenced the U.S. Founding Fathers with his Two Treatises on Government.","John_Locke"
"This philosopher created a table that used the headings of quantity, quality, modality, and relation to define different forms of judgment. One work by this man describes the impossibility of disproving two valid but contradictory claims called antinomies. This philosopher wrote that morals came out of a rationality called the categorical imperative in his work Groundwork for the Metaphysics of Morals. This thinker wrote multiple critiques, such as his Critique of Pure Reason. For 10 points, name this eighteenth-century German philosopher.","Immanuel_Kant"
"One work by this thinker argues for a system of ""perfect equality"" and posits that freedom good for men is also good for women. This man asserted that the individual is sovereign and insists that governments follow the ""harm principle"" in another work. This author of The (*) Subjection of Women argued that all ethical principles must stem from the ""greatest happiness"" principle. For 10 points, name this English philosopher who wrote On Liberty and Utilitarianism.","John_Stuart_Mill"
"This philosopher worked with Abraham Bosse to create a frontispiece depicting a body composed of hundreds of smaller faces. He rejected Aristotle's claim that man is a political animal in a Latin work written to convince mathematician Marine Mersenne of his views. That work, (*) De Cive (day KEY-vay), presages his magnum opus, which shows how to avoid the ""kingdom of darkness,"" the ""war of all against all,"" and a life that is ""nasty, brutish, and short."" For 10 points, name this philosopher who advocated an absolute sovereign in Leviathan.","Thomas_Hobbes"
"Walter Kaufmann offered a ""reinterpretation"" of this thinker, whose works inspired an Alexander Kojeve book about ""reading"" him. This man claimed that the title concept progressed westward from Asia to Europe, bypassing Africa, in his Lectures on the Philosophy of History. He wrote the first volume of a planned ""System of Science,"" which claims that all power relationships can be boiled down to the (*) dialectic. For 10 points, name this German idealist who wrote works like the Philosophy of Right and The Phenomenology of Spirit.","Georg_Wilhelm_Friedrich_Hegel"
"This man coined a term for the mechanism by which the state controls the life of its people, a mechanism he called ""biopower."" He described the separation of a patient's body from the patient's identity as the ""medical gaze."" This author of The Birth of the Clinic wrote the three-volume History of (*) Sexuality. This philosopher discussed Bentham's panopticon prison in another work. For 10 points, name this French philosopher who wrote Discipline and Punish.","Michel_Foucault"
"This philosopher was criticized by Raymond Aron for the attempted union he tried to make in his essay ""Search for a Method."" That essay of this thinker served as an introduction to a work continuing on a mold set by Kant, this philosopher's Critique of Dialectical Reason. This man coined a term for a form of (*) fakeness and self-deception called ""bad faith."" In one work, this thinker contrasted the being-for-others, for-itself, and in-itself. For 10 points, name this philosopher who wrote Being and Nothingness, who was a French existentialist.","Jean-Paul_Sartre"
"This philosopher expressed his concern for the humans, not the horses, who survived a stable fire. This man claimed that reciprocity was the single best word to live by, thus formulating his Silver Rule. This compiler of the (*) Spring and Autumn Annals formulated the ideas later taught by Mencius. He described benevolence as li and created an ethics centered on ren. He advocated the ""mandate of heaven,"" and collected his teachings in the Analects. For 10 points, name this Chinese thinker whose school opposed Daoism.","Confucius"
"This man claimed that ""subjectivity is truth"" in his attack on Hegelianism, the Concluding Unscientific Postscript, and equated despair with original sin. One of his works includes the section ""Diary of a Seducer."" This author of The Sickness Unto Death contrasted the ""Knight of (*) Faith"" and the ""Knight of Infinite Resignation"" in his discussion of Abraham's willingness to sacrifice Isaac. He also contrasted the aesthetic and ethical stages of life. For 10 points, name this existentialist who wrote Fear and Trembling and Either/Or.","Søren_Kierkegaard"
"This man argued against empiricism by noting that melting wax changes some of the wax's qualities, yet we know it is the same wax. This man was asked by Princess Elizabeth of Bohemia to explain how an immaterial soul can cause a body to move in a correspondence. He claimed that he could (*) doubt everything except the fact that he exists. He is the namesake of a belief in mind-body dualism. For 10 points, name this author of Discourse on the Method and Meditations on First Philosophy, who is credited with saying ""I think, therefore I am.""","René_Descartes"
"One member of this philosophical school wrote about its ""Maxim,"" which helps define terms with clarity, in ""How to Make Our Ideas Clear."" This school inspired the ideas found in Democracy and Education. Another of its proponents wrote The (*) Principles of Psychology and gave a series of lectures that dubbed this school ""A New Name for Some Old Ways of Thinking."" This school informed Charles Sanders Peirce and John Dewey. For 10 points, William James was one proponent of what philosophical school, which focused on practicality?","Pragmatism"
"This philosopher alleged that man could conceive of a shade of blue he had never seen, and he also claimed that no miracle had ever been proven. His distinction between matters of fact and relations among ideas is known as his (*) ""fork."" He explored rational belief in a discussion between Cleanthes (clee-AN-theez), Philo, and Demea (DEH-mee-uh) in his Dialogues Concerning Natural Religion. His publication awoke Immanuel Kant from a ""dogmatic slumber."" For 10 points, name this Scottish thinker who wrote An Enquiry Concerning Human Understanding.","David_Hume"
"In this work, the story of Gyges' ring is used to support Thrasymachus's formulation of justice as the ""advantage of the strong."" This work's third book discusses the need for a ""noble lie"" to support the title concept, and it outlines that concept's decline from (*) timocracy to tyranny. This work uses the metaphor of prisoners watching shadows on a wall to illustrate the Theory of Forms through the Allegory of the Cave. For 10 points, name this Platonic dialogue that states that philosopher-kings would be the ideal rulers of the titular state.","Republic_(Plato)"
"One of this thinker's works argues that a private language is not possible using a thought experiment about a beetle in a box. That work by this philosopher asserts that both games and languages have a family resemblance. Besides writing Philosophical (*) Investigations, he inspired the Vienna Circle with a short work of highly subdivided propositions numbered one to seven, concluding that ""whereof one cannot speak, one must pass over in silence."" For 10 points, name this German philosopher of Tractatus Logico-Philosophicus.","Ludwig_Wittgenstein"
"This thinker rejected the objective form of the title concept for the subjective in The Science of Logic. This thinker argued that men like Caesar and Napoleon advanced the title concept and asserted that German society was the peak of human development in two of his works. In his most famous work, this author of Lectures on the Philosophy of (*) History and The Philosophy of Right described the evolution of consciousness towards ""Absolute Knowledge"" and the synthesis of the thesis and antithesis to form the ""dialectic"". For 10 points, name this German philosopher, author of The Phenomenology of Spirit.","Georg_Wilhelm_Friedrich_Hegel"
"This thinker claimed that all language is metaphor in ""On Truth and Lies in a Non-Moral Sense."" He critiqued the ""herd mentality"" of previous thinkers, and wrote a philosophical autobiography with chapters including ""Why I Write Such Great Books"" and ""Why I am a Destiny"". This author of Human, All Too Human and (*) Ecce Homo outlined the difference between Appolonian and Dionysian aesthetics in The Birth of Tragedy, and discussed the prophesy of the Ubermench in Also Sprach Zarathustra . For 10 points, name this German philosopher of Beyond Good and Evil, who claimed that ""God is dead.""","Friedrich_Nietzsche"
"This thinker argued that capitalism resulted from primitive accumulation instead of original accumulation. This thinker labeled the idea that value exists in goods by themselves as ""commodity fetishism."" His book Critique of the (*) Gotha Program argues that an ideal society would follow the principle ""from each, according to his ability; to each, according to his needs,"" although he felt that a more equal society could only be achieved through the dictatorship of the proletariat. For 10 points, name this author of Das Kapital, who cowrote The Communist Manifesto along with Friedrich Engels.","Karl_Marx"
"This thinker outlined a world government to prevent wars in his essay ""Perpetual Peace."" One of this philosopher's describes the beautiful, good, agreeable and sublime forms of the aesthetic. This thinker attempted to discern whether synthetic a priori knowledge was possible, and became a philosopher after reading Hume's challenge to induction. This author of (*) Critique of Judgement argued that an action was ethical only if it could be universally applied without contradicting itself. For 10 points, name this philosopher who devised the ""categorical imperative"" and wrote Critique of Pure Reason.","Immanuel_Kant"
"Some of this thinker's lesser known works include ""What Are Poets For?"" and ""The Origin of the Work of Art."" He succeeded Edmund Husserl as the chair of philosophy at Freiburg University, where he delivered the speech ""What is Metaphysics?"" His key idea consists of a person's existentiality, fallenness and thrownness, and is called (*) dasein. For 10 points, name this Nazi-sympathizing German philosopher who never finished his magnum opus Being and Time.","Martin_Heidegger"
"This thinker defended Christianity against freethinkers in Alcipheron and attacked the notion of fluxions and their use in calculus in The Analyst. He argued that human knowledge exists of only ideas and spirits in one work and argued against the rational (*) materialism of Locke in another. He most famously claimed that esse est precipi or ""to be is to be perceived"". For 10 points, name this idealist English philosopher, the author of Three Dialogues Between Hylas and Philonous, and namesake of a university in California.","George_Berkeley"
"This text presents a story about a man who became the king of Lydia through murder, seduction, and a magical piece of jewelry, the Ring of Gyges. It identifies the four excellences of a city, and attributes courage to auxiliaries and wisdom to guardians. The main character of this work also notes that kings should be (*) philosophers. Another story presented in this work involves prisoners who are able to see shadows but not the fire that creates them. For 10 points, the Allegory of the Cave is introduced in what Platonic dialogue, concerning the nature of justice in the title utopian society?","Republic_(Plato)"
"In a posthumously published work of this philosopher, a skeptic named Philo discusses the nature of God. This philosopher was so loathed in his day for his near-atheism that a woman once refused to pull him out of a bog, in which he was drowning, until he recited the Lord's Prayer. This author of (*) Dialogues Concerning Natural Religion put forth his opinion on miracles in a reworking of the first book of his Treatise of Human Nature, entitled the Enquiry Concerning Human Understanding. For 10 points, name this Scottish empiricist of the eighteenth century.","David_Hume"
"This thinker responded to the ""hand"" argument of G.E. Moore in his essay ""On Certainty."" In another philosophical work, he analyzes a shopping list of ""five red apples"" and considers the ""beetle in a box"" as an analogy for pain. His explanation that there can be no private language and that humans use ""language games"" appears in (*) Philosophical Investigations. Another of his works ends with the proposition, ""What we cannot speak about we must pass over in silence."" For 10 points, name the logical positivist author, who threatened Karl Popper with a fireplace poker several years after writing Tractatus Logico-Philosophicus.","Ludwig_Wittgenstein"
"In one work, this character describes the doctrines of his mentor, Diotima, about love. This character relates the story of Er to demonstrate the immortality of the soul, and refutes Thrasymachus's idea that justice is ""the advantage of the stronger."" This character compares himself to a gadfly stinging a lazy horse to describe his method of questioning established beliefs, and defends himself from (*) Meletus's charges of atheism and corrupting the youth of Athens in the Apology. For 10 points, name this subject of Meno, Crito, and Phaedo, as well as many other dialogues by his student Plato.","Socrates"
"This philosopher criticized infinitesimal calculus in The Analyst, and wrote that ""Ideas can only resemble Ideas"" in A Treatise Concerning the Principles of Human Knowledge. His most famous work is a dialogue in which one character represents John Locke, and which presents his belief that ""to (*) be is to be perceived."" For 10 points, name this philosopher who wrote Three Dialogues between Hylas and Philonous and shares his name with a California university.","George_Berkeley"
"One of this man's books states that is better for children to be ""unaware of divinity than to offend it."" That book contains ""The Profession of a Savoyard Priest,"" and was written by this author of Discourse on the Origin of Inequality. This fan of the ""noble savage"" wrote a didactic novel about an experimental method of education, (*) Emile, and emulated St. Augustine by titling his autobiography Confessions.For 10 points, name this philosopher who explained the concept of the ""general will"" and opined ""Man is born free but everywhere he is in chains"" in his major political work. The Social Contract .","Jean-Jacques_Rousseau"
"This philosopher defined one of the title concepts of one of his works as an irrational belief in the natural world. He claimed that philosophy must begin in medias res. This author wrote a five-volume work which treats the title concept ""in science,"" ""in art"" and ""in religion"" and is titled The (*) Life of Reason. For 10 points, name this author of of Skepticism and Animal Faith, a Spanish-American philosopher who claimed that ""those who cannot remember the past are condemned to repeat it.""","George_Santayana"
"This man stated that the value of freedom was the presence of the ""power to be an individualized self"" in The Public and Its Problems. This man was cited as the last worthwhile American philosopher by Richard Rorty, largely due to the social commitment that this man demonstrated in a work that defines the goal of (*) schooling as socialization. For 10 points, name this philosopher who exerted enormous influence on contemporary theories of education by writing the book Democracy and Education.","John_Dewey"
"One section in this work claims that the application of mathematical methods to philosophy ""will succeed in only building card-castles."" One chapter in this work refutes the cosmological and physio-theological arguments, and this work states that the title concept should regulate knowledge rather than constitute it in its first section. This work outlines the three ideas of the world, the thinker, and the being of all beings in one section and introduces the history, discipline, architectonic, and canon of the titular concept in ""Transcendental Doctrines of Method."" Claiming to be the ""New Copernican"" revolution of philosophy, for 10 points, identify this investigation into synthetic a priori truths, a first of three metaphysical critiques by Immanuel Kant.","Critique_of_Pure_Reason"
"The ""consequential character"" of this school of thought was outlined in ""Feminism and"" this by the author of Contingency, Irony, and Solidarity. Another work this school further developed the Descartian ""distinct"" and ""clear"" forms of ideas. One work of this school advocated for scientific ""learning by doing"" and another work named after it distinguished between tough and tender minded philosophy through an example of a squirrel racing around a tree. Expounded upon in ""How to Make Our Ideas Clear"" and Democracy in Education, for 10 points, name this school of philosophy expounded by Charles Sanders Peirce, John Dewey, and William James.","Pragmatism"
"This thinker expanded upon Avicenna to craft his namesake methods of induction in one work, and he labeled capital as the ""accumulated stock of the produce of nature"" in another work. In addition to A System of Logic and Principles of Political Economy, this man claimed that the individual is sovereign over his ""body and mind"" in another work. This man argued that ""actions are right in proportion as they tend to promote happiness"" in a work titled after Jeremy Bentham's school of philosophy. For 10 points, identify this English philosopher, who outlined the ""harm principle"" in On Liberty, the author of The Subjection of Women and Utilitarianism.","John_Stuart_Mill"
"This man claimed that reason cannot answer moral quandaries and denounced asceticism in one work, and wrote of Philo and Demea's discussion of the cosmological and teleological arguments in another. In another work, this man asks whether moral approval is a rational or emotional response in ""Of the Understandings."" This author of An Enquiry Concerning the Principles of Morals and Dialogues Concerning Natural Religion wrote another work that describes the ""transgression of the laws of nature"" by a Deity in the section ""Of Miracles."" For 10 points, name this thinker who wrote A Treatise of Human Nature and An Essay Concerning Human Understanding.","David_Hume"
"He outlined Socratic parrhesia in the lecture series Discourse and Truth. The history of the discontinuous is discussed in his The Archaeology of Knowledge. He discussed the shift from subjects to population and argued against the repressive hypothesis in one work, and analyzed proper scientific discourse and Las Meninas in another. In addition to The History of Sexuality and The Order of Things, this thinker discussed the classical period's ignorance of disease and the eradication of leprosy in one work, and in another, treated Bentham's Panopticon. For 10 points, name this philosopher, author of Madness and Civilization and Discipline and Punish.","Michel_Foucault"
"This man labeled words as ""human artifacts"" in ""Posits and Reality."" He treated the use of the word ""rabbit"" across tribes and argued for a ""naturalized epistemology"" in Ontological Relativity. He wrote about ""reception and perception"" from the body in Roots of Reference, and established the study of knowledge as a branch of science in ""Epistemology Naturalized."" He claims that radical translation leads to indeterminancy in meaning, and he describes the difference between synthetic and analytic ideals in another work from his collection From a Logical Point of View. For 10 points, name this author of Word and Object and The Two Dogmas of Empiricism.","Willard_Van_Orman_Quine"
"This man refuted Nietzsche's master-slave morality in Power: A New Social Analysis and distinguished between knowledge by acquaintance and knowledge by description in The Problems of Philosophy. He treated sentences about the ""present king of France in his ""On Denoting,"" and he labeled churches as the ""principle enemy of moral progress"" in one work, and in another work he attempted to cast mathematical objects as Platonic ideals and asked whether the set of all sets contains itself in his namesake paradox. For 10 points, identify this philosopher of Why I am not a Christian, who with Alfred Whitehead co-wrote Principia Mathematica.","Bertrand_Russell"
"One essay by this philosopher defines the title concept as ""man's emergence from his self-imposed immaturity"", and he advocated the dismantling of standing armies in an early formulation of democratic peace theory in another work. In addition to Perpetual Peace and What Is Enlightenment?, he theorized a priori truths as part of his ""Transcendental Doctrine of Elements"" and advised one to act on a maxim only if one could wish it to be a universal law, a concept known as the categorical imperative. For 10 points, name this German philosopher who wrote Groundwork of the Metaphysics of Morals and Critique of Pure Reason.","Immanuel_Kant"
"In one work, this philosopher debunks the conception of children as essentially being small versions of adults. In another work, the collective of all citizens is viewed as a separate body from the government known as the state when passive and the sovereign when active. In that work, this philosopher stresses the importance of expressing the general will and states that citizens secure liberation from the state of nature by entering in the titular agreement. For 10 points, name this French author of Emile and The Social Contract.","Jean-Jacques_Rousseau"
"This philosopher advocated defining a complex idea by breaking it down into simple ideas and tracing each of the simple ideas to the impressions from which they are derived, a method based on the ""copy principle."" One principle named for him divides statements into relations of ideas and matters of fact, and another states that you cannot get an ""ought"" from an ""is."" In addition to his namesake ""law"" or ""guillotine"" and ""fork,"" he authored A Treatise of Human Nature. For 10 points, name this Scottish philosopher who wrote An Enquiry Concerning Human Understanding.","David_Hume"
"In one work, this philosopher equated the Christian concept of sin with human despair, and in another, he introduced the ""knight of infinite resignation"" while elaborating variations on the story of Abraham's sacrifice of Isaac. In addition to The Sickness Unto Death and Fear and Trembling, he wrote a work including the diary of Johannes the Seducer compiled by Victor Eremita which contrasts the ethical and aesthetic ways of life. For 10 points, name this existentialist Danish philosopher who wrote Either/Or.","Søren_Kierkegaard"
"In one work, this philosopher theorized an early form of the modern research institute describing a utopia dedicated to scientific discovery called Solomon's House. In another work, he criticized the distinction between proof and invention in Aristotle's syllogistic logic and suggested observation or experience as the first step in an inductive method which laid the groundwork of the scientific method. For 10 points, name this English philosopher who wrote The Advancement of Learning, The New Atlantis, and Novum Organum.","Francis_Bacon"
"In one work by this philosopher, the reforms of the Tuke brothers and Philippe Pinel are partially blamed for a new theory of the central concept based on opposing reason. In another work, Bentham's panopticon is used to interpret the modern prison system. That earlier work analyzes the modern psychiatrist as a method for secluding in silence people with the titular malady, and he wrote The Will to Knowledge as the first volume of his The History of Sexuality. For 10 points, name this French philosopher who wrote Discipline and Punish and Madness and Civilization.","Michel_Foucault"
"In one work, this philosopher identified matter, essence, spirit, and truth as the four characteristics of knowledge, and in another work, he argued that one title concept leads to the conclusion that a single instant of awareness is empty of concepts and that the other title concept is the irrational basis for knowledge claims. For 10 points, name this naturalist Spanish-American philosopher who wrote The Realms of Being and Skepticism and Animal Faith and is known for the saying ""Those who cannot remember the past are condemned to repeat it.""","George_Santayana"
"Louis Jacobs summarized this man's belief about gods as ""God is not ‘outside' or apart from Nature; He did not create nature but is nature."" This writer stated that a mind could find joy by loving something eternal and infinite in his work On the Improvement of the Understanding. He also argued that religion could allow contrarian philosophizing without endangering the state in his Tractatus Theologico-Politicus, while his most famous book was called ""a geometrical order"". Excommunicated in 1656 by the Jewish community, name this Dutch philosopher who wrote Ethics.","Baruch_Spinoza"
"This philosopher argued that states themselves were eventually to be subsumed under the hierarchy of world history, but described the state as ""The March of God through the world"". He compared two philosophers in his The Difference Between Fichte's and Schelling's Systems of Philosophy. He also wrote The Science of Logic, and in his most famous work, he created sections on Reason, Spirit, and Religion, and discussed his famous triad composed of thesis, antithesis, and synthesis. Name this philosopher who popularized the dialectic and wrote The Philosophy of Right and The Phenomenology of Mind.","Georg_Wilhelm_Friedrich_Hegel"
"A posthumous work of this thinker sees Cleanthes' use of the teleological argument attacked by Philo, who claims human reason cannot understand the divine. Book I of another work by this author discusses skepticism and the importance of the experimental method. When it was unsuccessful, that book was edited into a work that includes a discussion of human reason compared to animal reason, as well as sections titled ""Of Probability,"" ""Of Liberty and Necessity,"" and ""Of Miracles."" The author of Dialogues Concerning Natural Religion, name this Scottish Empiricist philosopher and author of Treatise of Human Nature and An Enquiry Concerning Human Understanding.","David_Hume"
"In one of his works, this thinker attributes his wisdom to his sensitivity to people's health. That work's last section bases its conclusion on the power of his ideas to overturn a sick morality. His first tract reinterpreted ancient Greek culture and was called The Birth of Tragedy. His autobiography was subtitled ""How One Becomes What One Is"" and included several chapters like ""Why I Write Such Good Books"", ""Why I Am So Wise"", and ""Why I Am So Clever"". Other chapters are named after this writer's other works, such as Thus Spoke Zarathustra and a book that included hundreds of aphorisms, Beyond Good and Evil. Name this philosopher whose The Gay Science stated that ""God is dead"", the German author of Ecce Homo.","Friedrich_Nietzsche"
"Shortly before an unsuccessful summit between this man and the Jansenist theologian Antoine Arnauld, which was aimed at reunifying Protestants and Catholics, this writer put forth his theory of ""the soul in a point"" in his New Physical Hypothesis. He opposed the ""mechanics"" of Descartes with his own system of motion called ""dynamics,"" and he strongly endorsed the ""principle of sufficient reason,"" or the notion that this is the best of all possible worlds. For 10 points, name this German philosopher who also feuded with Isaac Newton over the invention of calculus.","Gottfried_Wilhelm_Leibniz"
