"text","page"
"This nation's city of Magdalena was the site of the world's largest oil spill ever, and this nation claims the South Georgia and South Sandwich Islands. Along with its western neighbor, this country is home to the Mapuche, and it is also the site of the southern half of the river (*) Parana. This nation also claims the Malvinas Islands and is divided from two of its northern neighbors by the Rio de la Plata. This nation is home to the pampas, which are home to its gauchos. For 10 points, name this nation with capital at Buenos Aires.","Argentina"
"This country's Tsingy de Bemaraha Strict Nature Reserve is one of the best examples of Karst topography in the world. The island of Nosy Mangabe can be found in this country's Antongil Bay. Ethnic groups native to this country include the Sakalava and Merina, who dominated much of it until the arrival of the French. Islands off its coast include Juan de Nova and the Gloriosos, and it is the natural home of (*) lemurs. For 10 points, name this island country which contains the fourth largest island in the world and is found to the east of Mozambique.","Madagascar"
"Mt. Egmont is a stratovolcano on the west coast of this nation. This nation's largest city lies on the Hauraki Gulf, and this nation's city of Rotorua lies near the Bay of Plenty and is home to the Lady Knox and Pohotu Geysers. The Southern Alps of this nation stretch into the Fiordlands of its west coast. Lake Taupo lies near this nation's (*) Tongariro volcano and the Cook Strait separates two halves of this nation. For 10 points, name this nation in the Pacific that is home to Auckland and Wellington and is split into North and South islands.","New_Zealand"
"One island in this nation was home to the mixed-race ""signares"" (sig-NAR-eez). That island, Goree (GOR-ay) Island, was once the largest slave trading center in Africa. Though this country's official language is French, many inhabitants also speak Wolof. This nation is north of (*) Guinea-Bissau, and its eastern border is split between Mali and Mauritania. This country's Cap Vert [CAP VARE] peninsula contains the westernmost point in Continental Africa. For 10 points, name this country that has capital at Dakar and completely surrounds the Gambia.","Senegal"
"The Rogue River originates in this state's portion of the Siskiyou Mountains. The Wallowa Mountains lie in the eastern part of this state, near Hells Canyon. Multnomah Falls lies near a river in this state that runs through The Dalles and the Bonneville Dam. Mount (*) Hood is a glacier-covered stratovolcano in this state, and its cities of Eugene and Salem lie in the Willamette Valley. For 10 points, name this state that is home to Portland and is separated from Washington by the Columbia River.","Oregon"
"This city is surrounded by the Tijuca Forest. This city's neighborhood of Rocinha (ro-SEEN-yah) is one of the largest favelas in its country. This city includes the islands of Nova and Tatu in Septiba Bay to its west. Guanabara Bay lies to the east of this city, whose inhabitants are known as (*) cariocas. This city is home to a giant statue on Corcovado Mountain known as Christ the Redeemer. Sugarloaf Mountain is located in, for 10 points, what former capital of Brazil whose beaches include Copacabana and Ipanema?","Rio_de_Janeiro"
"This nation's northern end is Jaffna Peninsula. This nation is nearly connected to its northwestern neighbor by a chain of limestone shoals called Adam's Bridge, but is in fact separated by the Palk Strait and the Gulf of Mannar. Although the (*) Sinhalese people are the majority in this country, a minority ethnic group sponsors the militant Tamil Tigers. For 10 points, name this island nation that was once called Ceylon and is located in the Indian Ocean.","Sri_Lanka"
"Ancient names for this river include Rav and Itil. The Gorky Hydroelectric Plant and reservoir were built on it in 1955. Penza and Vasilsursk are cities that lie on one of its tributaries, the Sura. The city of Udmurtia marks the start of another tributary called the Kama. A canal connecting it to another river that begins in Novomoskovsk, the (*) Don, provides a navigable link between the Sea of Azov and the Caspian Sea. It flows east to Kazan and then south into the Caspian Sea. For 10 points, name this western Russian river, the longest in Europe.","Volga_River"
"This river contains the Priest Rapids Dam as well as an important Native American fishing site at Kettle Falls. During World War Two, the Manhattan Project conducted nuclear research at Hanford, a site on this river. Lewis and Clark passed by this river in what is now Tri-Cities. It also the site of Franklin Delano Roosevelt Lake, a lake (*) made from the creation of the Grand Coulee Dam. Its largest tributary is the Snake River and Portland lies on both the Willamette and this river. For 10 points, name this long river that flows through Oregon and Washington.","Columbia_River"
"Surrounding this city are Yerba Buena Island and a revitalized neighborhood called Treasure Island. Hunter Point was the site of its large naval shipyard and tourists typically enjoy seafood at its (*) Fisherman's Wharf. One section of this city is known as the Castro District and it contains the oldest Chinatown in North America. For 10 points, name this California city whose other major sites include Alcatraz Island and the Golden Gate Bridge.","San_Francisco"
"This country contains the world's largest piece of limestone, the Nullarbor Plain. The Morning Glory Cloud can be seen off the north of this country in the Gulf of Carpentaria. The lowest and highest points in this nation are Lake Eyre and Mount (*) Kosciusko, respectively. This home of the Great Dividing Range contains the cities of Darwin, Adelaide, and Brisbane and is separated from Tasmania by the Bass Strait. Located next to the Great Barrier Reef is, for 10 points, what country that occupies an entire continent?","Australia"
"The largest city of this nation is the site of the Askari Monument. The region of Arusha in this country contains Mount Meru and the Ngorongoro (ENG-guh-RAHN-guh-ro) Crater, as well as the Olduvai Gorge. This country is the site of the highest peak in Africa, Mount (*) Kilimanjaro. Along with its western neighbors Burndi and Rwanda, it made up the colony of German East Africa. For 10 points, what country, whose capital is Dodoma and economic center is Dar es Salaam, was formed by the union of Zanzibar and Taganyika?","Tanzania"
"This state's last Democratic senator won in 1974, Frank Church, and this state's ski resort of Sun Valley featured the world's first chairlift. This state features the Silver Valley, out of which flows the Coeur d'Alene River, which, after it passes through its namesake lake, becomes the (*) Spokane, which mostly flows through another state. Governed by Butch Otter, this state features Nez Perce County, whose county seat, Lewiston, is the furthest inland seaport in the Western United States and sits at the confluence of the Clearwater and Snake. For 10 points, name this forty-third state, a potato producer with capital Boise.","Idaho"
"The main crossing of this river is the Ava Bridge, its delta is bordered by the Arakan Mountains to the west and the Pegu Mountains to the east, and it rises in the Languela glacier. This river empties into the Andaman Sea and it is formed by the confluence of the Nmai(*) and Mali rivers. This river's main tributary is the Chindwin River, the port of Mandalay lies on this river, and the Rangoon River is one of its distributaries. For 10 points, name this major river of Burma.","Irrawaddy_River"
"This place is home to Kirkpatrick basalt, found on Mt. Kirkpatrick, and one mountain chain here are the Pensacolas. The Onyx river flows into lake Vanda near the McMurdo sound on this landmass, and it is divided into east and west by mountains named for it. An island near it is named (*) Deception island, and one settlement here is called Vostok. It is split into places like Wilkes land, Queen Maude Land, and Ellsworth Land, and the Amundsen sea is adjacent to it. Home to Mount Erebus and the Ross Ice Shelf, for 10 points, name this continent where people can visit the South Pole.","Antarctica"
"The Limay and Neuquen rivers are located near this country's city of Bariloche, and this country is home to the Perito Moreno glacier. Comodoro Rivadavia is a center for oil production in this country, and this country shares Iguazu Falls(*) with its neighbor. Provinces in this country include Mendoza, which is home to this country's tallest mountain, and this country's capital city includes the district of San Telmo and landmarks such as the Pink House. That city is located on the Rio de la Plata. For 10 points, name this country home to the mountain Aconcagua, with capital at Buenos Aires.","Argentina"
"The aggressive deforestation of this country's native birch trees in the Middle Ages, combined with its lack of sufficient agricultural reproduction, led Jared Diamond to examine it in Collapse. It has more land covered by (*) glaciers than the rest of Europe combined. This country's Pingvellir Natural Park includes an amphitheatre that hosted its first parliament, the Althing. Sitting atop the Mid-Atlantic Ridge, it gained the newly formed volcanic island of Surtsey in 1963. For 10 points, name this nation with capital at Reykjavik.","Iceland"
"This nation's highest point is the Tajumulco Volcano. Ancient cities such as Nakbe and Xulnal (SHOOL-nawl) are prominent in this nation's Mirador Basin. This country's postal system was built by the United Fruit Company. Its northerneastern neighbor was once called British Honduras, but is now known as (*) Belize. This country also borders regular Honduras, as well as El Salvador. For 10 points, name this country found to the southeast of Mexico.","Guatemala"
"Cave-in-Rock, a large cave on the banks of this river, was a hideout for river bandits. The Shawnee Lookout site on the banks of this river is an important archeological site, and the city of Paducah was a strategic locations on this river at the start of the Civil War. Tributaries of this river include the Licking and Kanawha, as well as the Big and Little (*) Miami Rivers. Major cities located on this river include Louisville. For 10 points, identify this river formed by the confluence of the Monongahela and Allegheny Rivers at Pittsburgh.","Ohio_River"
"This city's Federal District is bounded by the Riachuelo River and Avenida General Paz. This city's Pyramid of May is located in the Plaza de Mayo. The Avenida Corrientes and Calle Lavalle are home to a large theater district in this city. This city is also the location of the Casa Rosada, from which this nation's leaders have (*) addressed mass audiences. For 10 points, name this city, which is located at the point where the Parana River delta widens to form the Rio de la Plata, and serves the capital of Argentina.","Buenos_Aires"
"A namesake bird of this island is the flightless ""Native-hen."" The northwest portion of this island features the large rain forest named the Tarkine. This island once was home to the Thylacine, now thought to be extinct. That animal, this island's eponymous (*) ""Tiger,"" featured a pouch on both sexes. This island also features a namesake ""oak,"" which is actually a eucalyptus tree. It is separated from a larger island by the Bass Strait. For 10 points, name this island with capital at Hobart, a state of Australia perhaps best known for its namesake ""Devil.""","Tasmania"
"Evidence against one hypothesis of this feature's formation stems from Abrajano's discovery of sapropel mud in a nearby body of water. Once the region around this body was colonized by the Milesians, Greek tradition referred to it as ""Hospitable."" One seaport on this body is near the estuary that it forms with the Dniester River. It connects to the Sea of Azov through the Strait of Kerch, while the Bosporus connects it to Marmara and through Marmara to the Aegean Sea. Notable cities on this body of water include Yalta, Odessa, and Sevastopol.  For 10 points, identify this sea bordeed by the Ukraine and Russia to the north and Turkey to the south.","Black_Sea"
"The WACA stadium can be found in a city in the southern portion of this country. The basin of one lake in this country contains cities such as Marreem. ""Shires"" along the longest river in this country include Deniliquin and Wakool, while sights in one city in this country include the Paddy's Market and Harbour Bridge. This country's interior contains such sites as Alice Springs and Uluru.  One delta in this country is formed by the Murray and Darling rivers, while the lake in this country is Lake Eyre and its largest mountain is Mount Kosciuszko. For 10 points, name this country that contains states such as New South Wales and Victoria.","Australia"
"Among this country's bodies of water are Lake Eyasi and Lake Rukwa, and much of its southern border is formed by the Ruvuma River. Its cities include the freshwater port Mwanza, and the site of a 1967 declaration of ""villagization"" and the Ujamaa principle by this nation's first post-independence leader, Arusha. Gombe National Park lies near its border with Burundi, and its northern provinces are such locales as Ngoorongoro Crater, Serengeti National Park, and Olduvai Gorge. Mafia, Pemba, and Zanzibar islands lie off the eastern coast of, for 10 points, what East African nation that is home to Dodoma and Dar es Salaam?","Tanzania"
"Parks on the shores of this body of water include Pukaskwa, Pictured Rocks, and Sleeping Giant. It is drained by the St. Marys River, which is regulated by the Sault Locks. The Keweenaw Peninsula juts into it, and the Nipigon River flows into this body of water northeast of Thunder Bay. One of its islands was colonized by wolves which crossed this lake on winter ice and remained on the island to feed on moose. Its islands include the Apostle Islands and Isle Royale, and one of its ports is Duluth. Lying south of Ontario and north of the Upper Peninsula, for 10 points, name this largest of the Great Lakes.","Lake_Superior"
"This island includes the protected Danum Valley, as well as a particular type of tropical lowland peat swamp drained and burned by the region's government. The northern part of this island was once leased to Britain by the local sultan, and its two largest cities are Kuching and Banjarmasin, the latter of which was the seat of government for the Dutch. Many of the indigenous people belong to the Dayak tribes. To its northeast are Palawan and the Sulu Sea, while the Makassar Strait separates it from Sulawesi. One portion of it is known as Kalimantan, and its northern section includes the regions of Sarawak and Sabah. For 10 points, name this extremely large island shared between Brunei, Indonesia, and Malaysia.","Borneo"
"This state's western Beaverhead County includes Monida Pass and the Pioneer Mountains, while a Chinook wind here caused the greatest recorded 24 hour temperature change in 1974. Trapper Peak in this state lies east of another state's Selway River, and is the highest peak of the Bitterroot Range. George Crook and Marcus Reno participated in a battle named for a body of water in this state, whose most famous national park contains Triple Divide Peak and Going-to-the-Sun Road. The phrase ""I will fight no more forever"" was delivered after a retreat to this state by Chief Joseph of the Nez Perce. For 10 points, identify this site of Little Bighorn and Glacier Park, home tp Billings, Butte, and Helena.","Montana"
"Cultural life in this country's capital centers on the Avenida Amazonas. Rural migrants who come to cities in this country speak the pidgin language ""Media Lengua."" A volcano in this country temporarily dammed the Rio Chambo when it erupted, and lies just north of its city of Riobamba. This country's independence was won during a battle on the slopes of an active volcano outside of its capital. In addition to Mount Pichincha, the mountains Chimborazo and Cotopaxi are in this country. For 10 points, name this country that owns Isabela, San Cristobal, and the rest of the Galapagos, whose largest city is Guayaquil, with a capital at Quito.","Ecuador"
"Ulysses Grant dispatched Horace Capron to establish an agricultural system on this island, the birthplace of Koshamain, which is home to its country's first musical road. The islands of of Rebun and Rishiri lie off the coast of this land mass, while to its North the La Perouse Strait separates it from the Kuril islands, Sakhalin, and the Sea of Okhotsk. Reached from its larger Southern neighbor via the massive Seikan Tunnel across the Tsugaru Strait, for 10 points, name this traditional home of the Ainu people with capital at Sapporo, a Japanese island to the North of Honshu.","Hokkaido"
"It can be entered by traveling south through the Little Belt, and the Archipelago Sea is a northern portion of it. The Bornholm Basin is this body of water's central area, and the islands of Falster and Funen can be found in its western portion, where it joins the Kattegat. The Kalmar Strait separates the island of Öland from the coast, and Gotland is a prominent island in the middle of it. The Heligoland Bight is connected to it via the Kiel Canal. The Gulf of Bothnia is a branch in the north, and along the southern coast we find the Bay of Gdansk and the Gulf of Riga. For 10 points name this body of water bordered by Sweden, Poland, and some former USSR republics.","Baltic_Sea"
"The Turan Lowlands lie to this body's southeast, while cities of Nukus and Muynok are in Karakalpakstan, which lies to the south of this body of water. Nuclear tests were performed on its Vozrozhdeniya Island, and deserts near it include the Kyzyl Kum. The Amu Darya and Syr Darya rivers both flow into this. Construction of the Qaraqum Canal off the Amu Darya to irrigate the desert for cotton farming was highly inefficient, allowing loss of 50% of the water it carried and was a chief contributor to the severe desiccation. Having lost more than 80% of its volume since 1960, this is, for 10 points, what formerly 4th largest lake in the world located in central Asia?","Aral_Sea"
"The Marble Hill Nuclear Power Plant is situated on this river, and other towns on this river include Lewisport and Wheeling. The McAlpine Locks and Dam can be found on this river, and the Green River and the Cumberland River both feed into it. The Great and Little Miami Rivers also empty into this river, and The Forks historically possessed great strategic value. Kanawha River is a major tributary, while its only rapids is located at Louisville, Kentucky. It is formed by the confluence of two other rivers at Point State Park. For 10 points, name this largest tributary by volume to the Mississippi, which forms from the Allegheny and Monongohela in Pittsburgh.","Ohio_River"
"This island's city of Mahajanga once served as the capital of the Boina Kingdom, and its Tsingy de Bemaraha Nature Reserve is home to some unique karst formations. On this island, James Misson supposedly founded a pirate utopia called Libertatia which survived for around twenty-five years, and the Slovakian adventurer Maurice Benovsky was elected its king in the late eighteenth century. This island's Merina Queen Ranavalona I resisted foreign occupation, but after her death it was annexed by Europeans. This island's namesake plan was a suggested Nazi policy of relocating Jews to it, and during World War Two this was the site of Operation Ironclad, in which the Allies took it from Vichy France. For 10 points, name this island off the east coast of Africa, the world's fourth largest, with capital at Antananarivo.","Madagascar"
"This state's Thousand Lake Mountain is located in Fishlake National Forest, and it was the site of the Tintic and Walkara wars, but more significantly a conflict led by Antonga Black Hawk. This state's Uinta Mountains contain Dinosaur National Monument, and its Promontory Summit was the location of the driving in of the Golden Spike which connected the First Transcontinental Railroad. This state was part of the short-lived State of Deseret, and it was the site of the 1857 slaughter of the Baker-Fancher party known as the Mountain Meadows Massacre. This state shares Lake Powell with Arizona, and it is home to the Bonneville Salt Flats as well as Arches National Park. For 10 points, name this US state whose city of Provo is home to Brigham Young University.","Utah"
"This nation's northeastern region is inhabited by the Warao people, and most of its indigenous population lives in the western state of Zulia. Its Canaima National Park is its continent's largest, and this nation controls several islands off of its Araya Peninsula, including Los Roques and Isla de Margarita. The Casiquiare Channel links this nation's longest river to the Amazon, and another famous landmark overlooks Devil's Mountain and lies on the Churun River. Home to oil deposits in Lake Maracaibo as well as the Orinoco River and Angel Falls, name this nation bordered by Colombia, Guyana, and Brazil, whose capital is Caracas.","Venezuela"
"The Sawtooth Mountains are found in the central part of this state, and the namesake of the fourth largest city in this state, the seat of Bannock County, gave up part of the Fort Hall Indian Reservation. Eagle and Meridian are suburbs of this state's largest city, and this state contains the deepest gorge in the United States. Only Utah has a greater percentage of Mormons than this state, and Priest Lake and the city of Coeur d'Alene are in this state's northern panhandle. Home to the cities of Lewiston and Pocatello and bordered to the west by Washington and Oregon, for 10 points, name this state whose capital is Boise.","Idaho"
"William Le Baron Jenney's Home Insurance Building in this city was the first to use steel in its frame, while Daniel Burham and John Root's Montauk Building was the first termed a ""skyscraper."" Its Auditorium Building was co-designed by Dankmar Adler, while the Unity Temple and Robie House can be found in its Oak Park suburb. One school named for this city is associated with Louis Sullivan, while another was founded by Mies van der Rohe, and it was the home of Frank Lloyd Wright. FTP, name this American city that is home to the Sears Tower.","Chicago"
"Resort towns on this body of water include Dyuni, Albena, Burgas, and Varna along a so-called Riviera on its western shore, while the Pontic Mountains stretch along its southern shore. One landmark on its coast is Livadia Palace, site of a February 1945 conference, and the 2014 Winter Olympics will be held at Sochi, a city on its coast, but tourists should avoid Sokhumi, the capital of Abkhazia, which lies on its shore and seeks to break away from Georgia. FTP, identify this sea whose outlet is the Bosporus and which also borders Bulgaria, Turkey, and Ukraine.","Black_Sea"
"It is bordered in the south by the Mazandaran, Golestan, and Gilan provinces and in the northwest by the Dagestan and Kalmykia Oblasts. It forms the shallow Garabogaz Bay in the east, while the Asperon Peninsula jutting into it is a major source of oil and the location of Baku, the capital of Azerbaijan. It is connected to the Sea of Azov via a canal between the Don and Volga Rivers, the latter of which is its major feeder. Bordered by Turkmenistan, Kazakhstan, and Russia as well as by Iran, this is, For 10 points, what ""sea"" is actually the world's largest lake?","Caspian_Sea"
"The D'Entrecasteaux Channel separates this state from Bruny Island while the Mercury Passage lies between it and Maria Island. Named after its first Chief Justice and created by damming up the Serpentine River, its largest body of water is Lake Pedder while its longest rivers include the Huon, Tamar and Derwent. Large cities include Burnie, Devonport and Launceston while its highest point is at Mount Ossa. Originally named Van Diemen's Land, for 10 points, name this Australian state with capital at Hobart, an island known for its namesake ""devil.""","Tasmania"
"The Rybinsk reservoir is made up of water from this river, and is found north of the Uglich Highlands. It runs past Saratov, and its tributaries include the Oka and Vyatka. It has hydroelectric power stations at Ivankovo, and this river rises in the Valdai hills and has a Baltic canal. Its major tributary is the Kama, and this river flows past Nizhy Novgorod and Samara. It has a reservoir at Volgograd and flows out of Astrakhan into the Caspian after its canal with the nearby Don. For 10 points, name this longest Russian river.","Volga_River"
"This river's Inga Dam will soon produce double the output of the Three Gorges Dam, and it was independently explored by Diogo Cam and James Tuckey. This waterway has tributaries including the Inkisi, Sangha and Kasai rivers, while it reaches the ocean near Muanda. Forming Boyoma or Stanley Falls, this river flows through Kisangani and the Malebo Pool while its largest tributaries include the Lualaba and Ubangi. The city of Brazzaville lays on, for 10 points, which second-longest river in Africa, once known as the Zaire?","Congo_River"
"Some of this island's territorial capitals include Kundiawa, Wabag, and Popondetta while other large cities include Manokwari and Jayapura. Its longest rivers include the Mamberamo, Digul, Sepik and Fly. Its peaks include the former Carstensz Pyramid in Lorentz National Park of the Sudirman Range, and the highest point of the Bismarck Range, Puncak Jaya and Mount Wilhelm. For 10 points, name this second largest island in the world, divided between Indonesia and an eponymous country whose name starts with Papua.","New_Guinea"
"Mountain ranges in this country include the Espinhazo, Serra do Mar and Mantiqueira while it is the owner of the archipelagos Fernando de Norhonha, Trinidade and Martim Vaz, the Rocas Atoll and Marajo Island. Rivers in this nation include the Araguaia, a tributary of the Tocantins, and its largest, the Sao Francisco, while the Iguazu Falls are formed by another. With its highest point at Neblina Peak, this nation is the source for both the Uruguay and Parana Rivers. For 10 points, name this country whose largest cities include Salvador, Sao Paolo and Rio de Janeiro.","Brazil"
"Ports on this body include Wawa, Aura and Illgen City, while on its shore lies the Sleeping Giant formation, Pukaskwa National Park, and Pictured Rocks National Lakeshore. Fed by the Brule, Kaministiquia and Nipigon Rivers, this body has portions named Agawa and Whitefish Bays while the Keeweenaw Peninsula juts into it. Called Gichigami or ""big water"" by the Ojibwe, this lake contains the Apostle Islands, including Madeleine Island, and Isle Royale, while the St Marys River connects it to Lake Huron. For 10 points, name this largest of the Great Lakes.","Lake_Superior"
"The Portneuf River joins this river at a facility of the Minidoka Irrigation Project, and the Ice Harbor Lock and Dam is located on this river, which receives the Henrys Fork earlier in its course. This river receives the Weiser and Malheur slightly before receiving its biggest tributary, the Salmon River. A catastrophic spillover onto its plain created the Crane, Swan, and Shoshone Falls. For 10 points, name this major tributary of the Columbia River that flows out of Hells Canyon near the edge of Idaho, and whose source lies in Yellowstone National Park.","Snake_River"
"This nation contains the Rakwana, Hatton and Knuckles highlands in addition to the Udawalawe, Wilpattu and Yala national parks. The Mahaweli is its longest river, while its highest peak lies near Nuwara Eliya, and is known as Pidurutalagala. Adam's Bridge separates the Gulf of Manar from the Palk Strait, which separates the Jaffna peninsula of this nation from the mainland. For 10 points, name this country whose largest cities include Trincomalee, Kotte and Colombo, an island nation off the southern coast of India formerly known as Ceylon.","Sri_Lanka"
"One feature of this name is located near Loch Fyne in Argyll, and another has a high point at Prokletjie. In addition to the Arrochar and Dinaric varieties, another of them in Washington is the Issaquah type, and the Hida and Akaishi comprise the Japanese variety of this feature. One of them contains the Tasman Glacier and Mount Cook, the Southern variety of New Zealand, while another names a notable region in Romania. For 10 points, give the common name of these mountain ranges, the best known of which contains the Matterhorn and Mont Blanc.","Alps"
"Prince of Wales is the largest of its Alexander Islands, whose eastern shores contain part of the Inside Passage. Other mountain ranges include the Wrangell Mountains and the Brooks Range, and its Malaspina Glacier extends from Mount St. Elias to its namesake Gulf. Its islands of Kiska and Attu were occupied by Japan during World War II, and Unimak is the easternmost of those Aleutian Islands. For 10 points, name this U.S. state whose cities include Ketchikan, Sitka, Nome, Fairbanks, Anchorage, and the capital, Juneau.","Alaska"
"This river receives water from Lake Mweru, and reaches into the sea at Muanda after flowing through the cities of Mbandaka, Boma and Matadi. The creator of the Malebo Pool, this waterway creates the Boyoma and Livingstone Falls, and receives the tributaries of the Chambeshi, Lualaba and Ubangi rivers. For 10 points, identify this second longest river in Africa, the namesake of the nations with capital at Kinshasa and Brazzaville.","Congo_River"
"Mount David and Spruce Knob, each the highest point in their states, can be found in this range. The Berkshire Hills run through Vermont as an extension of this chain, and Mount Washington can be found in its White Mountains. The Blue Ridge Mountains in this chain are followed by Skyline Drive, and another subchain mostly in West Virginia gets its name from a river that forms the Ohio, the Alleghenies. For 10 points, name this mountain chain of the eastern United States whose namesake trail runs from Maine to Georgia.","Appalachian_Mountains"
"The island of Rotuma in this country is located far to the north of this country's main islands. The town of Levuka, on Ovalau Island, was capital of this country from 1874-1882, and the Koro Sea is located in this country. Mount Tomanivi is the highest mountain on the main island of this country, which has an international airport at Nadi. It contains the Lau group, Vanua Levu, and Viti Levu, site of this country's capital, Suva. For 10 points, name this Pacific island nation.","Fiji"
"The city of Gwadar in this country was once an Omani colony, and the Hunza and Nagar valleys are known for the longevity of their residents. Chitral and Gilgit are major cities in this country's north, and the colonial legacy can be seen in city names such as Abbottabad and Jacobabad. Kalat and Quetta are large cities in this country's portion of Baluchistan, and Muzaffarabad is the administrative capital of Azad Kashmir. It is home to cities such as Rawalpindi, Multan, Karachi and Lahore. For 10 points, name this country whose capital is Islamabad.","Pakistan"
"The Bay of Antongil is located on this country's east coast, and the island of Nosy-Be in this country was a stop on the Russian Baltic Fleet's journey to Japan. Prominent ethnic groups in this country include the Invincible and Inseparable Multitudes and the Elevated People, or Merina, and the main traditional deity of this country is Zanahary. Its large cities include Toliara, Antsirabe, Toamasina, and Fianarantsoa. For 10 points, name this island nation with capital at Antananarivo.","Madagascar"
"Bays of this lake include Michipicoten Bay, and one national park on this bay is Pukaskwa. Islands in this lake include the Slate Islands and St. Ignace Island, and its waters surround the large Keweenaw Peninsula. Also the site of the Apostle Islands and Whitefish Bay, cities on this lake include Grand Marais, Munising, Thunder Bay, and Superior. For 10 points, name this lake to the north of Michigan's Upper Peninsula, the largest Great Lake.","Lake_Superior"
"The port of Livingston in this country is a center of the Garifuna culture, and the largest port is Puerto Barrios. Towns in this country's highlands include Chichicastenango and Quetzaltenango, and this country's most famous lake is the volcano-ringed Atitlan. The cities of Santa Elena and Flores in the Peten region are located in the north of this country near the ruins of Tikal. For 10 points, name this Central American country that borders Belize, Honduras, El Salvador, and Mexico.","Guatemala"
"This river's namesake aquifer is one of the most productive in the world. The Lost River joins that aquifer underground, and it joins with Jackson Lake in the Grand Tetons, before entering Idaho at the Palisades Reservoir. It takes in the Raft River before entering Lake Walcott. It begins in Yellowstone National Park and flows through Hells Canyon before joining the Columbia River near Ice Harbor in Washington. For 10 points, name this river of the Northwest United States, named for its winding path.","Snake_River"
"Including the large Lake Orumieh in its northwest, this country controls Minoo and Larak Islands, and a 2007 IMF survey found that the exodus of educated professionals from this country gives it the highest ""brain drain"" in the world. Divided into provinces known as ostan, this country has a capital that lies at the feet of the Elburz Mountains, and it borders the Balochistan province of Pakistan. For 10 points, name this only country to border both the Caspian Sea and the Persian Gulf, an ""Islamic Republic"" found to the east of Iraq.","Iran"
"Its major ocean ports include Cutuco and La Libertad, and this country's provinces include Morazan and Sonsonate. Bisected by the Lempa River, it still disputes owner ship of Coneja Island in the Gulf of Fonseca with its eastern neighbor. For 10 points, name this country bordering Honduras, Guatemala, and the Pacific Ocean, the only Central American country with no coast on the Carribean and the smallest state in that area.","El_Salvador"
"Three-foot wooden sculptures carved by the Kerewe are found on the largest island in this body of water, which receives the Kagera River and extends into the Kavirondo Gulf. Also including such portions as Emin Pasha Gulf and Speke Gulf, this lake is home to the Sese Archipelago. From its north near Jinja, it gives water to a river that goes through Lake Kyoga. For 10 points, name this lake on whose shores Kampala, Entebbe, and various towns of Kenya and Tanzania sit, and supplies water via that northern river that ultimately forms the White Nile.","Lake_Victoria"
"With its early history shrouded in mythology, its first distinguishable cultures were the Valdivia and Manchalilla Cultures around 3500 BCE. Volcanoes in this nation include Pichincha, Illiniza, Cotopaxi, and Chimborazo. It gained its independence from the Spanish Vice-Royalty of Peru (*) in 1822 and its capital city was made a UNESCO cultural heritage site in 1978. For ten points, name this country to which the Galapagos Islands belong and which has its capital at Quito. ","Ecuador"
"On its northern coast is Point Pedro, and its rivers include the Yan Oya and Aruvi Aru. Off its coast is Delft island, and the Victoria Falls Reservoir is in its center. Its largest mountain is Pidurutalagala, and the North Eastern province's capital is Trincomalee. The peninsula on its northern tip connected by Elephant Pass and is named after the city Jaffna, which has been a rebel base. It got one of its former names from the city Kandy. The (*) Adam's bridge connects it to the mainland, and spans the Palk Straight. Buddhism was brought here by Ashoka's son Mahinda. FTP name this island nation which has had an ongoing civil war between the southern Sinhalese and the northern Tamils, who practice Hinduism, with a de facto capital at Colombo and which is near India.","Sri_Lanka"
"Over 90% of its volume lacks oxygen, because the upper and lower layers do not intermix, making it the largest meromictic basin in the world.  It is divided into two sub-basins, the northern one with a large shelf of over 190 kilometers wide.  The southern shelf is narrow and borders upon the cities of Samsun and Sinop, to the west emptying through the Sea of (*) Marmara.  It is separated from the Sea of Azov by the Cimmerian Bosporus, and northern cities include Odessa and Rostov.  FTP, name this inland sea separating Asia from Europe.","Black_Sea"
"Ptolemy of Alexandria mentions this river in his Geographia, using the Scythian name for it, the Rha. Minor tributaries of this river include the Vetluga and Sura rivers. Beginning in the Valdai Hills in the Tver oblast it flows east through the towns of Kver and Nizhny-Novgorod before turning south at Kazan. Some of its major tributaries include the Oka and the Kama rivers and it flows some 2,300 miles before emptying into the Caspian Sea. For 10 points, name this Russian river the longest in Europe.","Volga_River"
"Landmarks in this state include Pinnacles National Monument and the Lanphere Dunes. The northwest portion of this state is home to Humboldt Bay, and its southwestern portion is home to Point Arguello, which is used to launch missiles. One body of water in this state is located in the Imperial Valley, and is known as the Salton Sea. In the contiguous U.S., it is home to the highest mountain peak, and other features of this state include the La Brea Tar Pits and Yosemite National Park. For 10 points, name this state home to Mount Whitney, Alcatraz Island, and the city of Sacramento.","California"
"This inactive volcano has three cones, the largest of which is Kibo, and its associated national park is located in Moshi. First summitted in 1889, four-fifths of its glacial ice caps have disappeared. The story that it was given as a birthday present by Queen Victoria to Wilhelm II has been debunked, and it is considered the largest free standing mountain in the world. For ten points, identify this mountain in Tanzania, the tallest in Africa.","Mount_Kilimanjaro"
"This river's delta, located partially in the state of Para, sometimes includes the large island of Marajo. Formed from the confluence of the Ucayali and Maranon rivers, cities along its banks include Manacapuru and Obidos. Its navigability changes near the capital of Loreto and Maynas in Peru, the city of Iquitos, as well as near the city of Manaus, where it receives one of its major tributaries, the Rio Negro. For 10 points, name this river that flows through much of Brazil, a long South American waterway.","Amazon_River"
