"text","page"
"According to Nonnus, the Cabiroi are the offspring of this god. This god is often depicted riding on a donkey. According to one story, this god gave a boy named Cedalion to the hunter Orion. Small dwarf-like statues of this god were often placed at a certain location in Greek homes. Some suggest that this god was born by Hera alone because of her jealousy over Zeus' bearing of Athena. An object associated with this god as used to bribe Eriphyle, while another object originally possessed by this god was stolen from Zeus by Pandareus. Homer credits this god with being married to Charis, or ""Grace"". One story tells of this god being nursed by Thetis and the Oceanids at Lemnos after he was twice thrown from Olympus, and this god is credited with creating Pandora. For ten points, name this husband of Aphrodite who crafted Achilles' armor and Zeus' thunderbolts, the Greek god of fire.","Hephaestus"
"This god is credited as the father of Sinis, a forest-dwelling giant who was slain by Theseus. This god impregnated Chione, a daughter of Boreas, siring his son Eumolpus. The monster ketos was sacred to this deity. This deity took the form of a bull to impregnate Arne, and he had three sons named Actor, Belus, and Dictys by Agamede. Through his son Agenor, this god is the grandfather of Europa. This deity was raised by the Telchines on the isle of Rhodes. With Euryale, this god sired the man who would rape Merope, the great hunter Orion. As part of a contest, this god used his spear to create a spring, but his rival Athena created an olive tree, which was deemed more useful, and thus won naming rights to Athens. This god is also credited with giving men the gift of horses, and he is married to Amphitrite. For ten points, name this Greek god of the sea.","Poseidon"
"In the Atharva Veda, a sorcerer's spell is compared to a dead one of these animals, and Rohini is mentioned as a god of these animals who helps prevent jaundice. The Atharva Veda also contains a story about the god Pushan giving one thousand of these animals as a gift to those who make sacrifices, and about one of these creatures who gave birth to twins and became a cannibal, but stopped after being given to a Brahman. In the Rig Veda, the river goddesses Vipas and Sutudri are compared to these animals for taking care of humans in a manner analogous to how these creatures take care of their young. Surabhi, also known as Khamadhenu, is one of these creatures that has to power to grant any wish. To escape from Vishnu, the Earth goddess Prithvi changed into a white one of these creatures. Gober is the Sanskrit term for the excrement of this animal, which is used for medicine and fertilizer, and these animals also produce ghee. For ten points, name this large land mammal that cannot be eaten by Hindus, to whom it is sacred, known for producing milk and saying ""moo"".","Cattle"
"During the Gigantomachy, this deity slew Mimas. By Demonice, this god may be the father of the river-god Evenus. This god's sons include the man who raped Philomea, Tereus, and another one of this god's sons was turned into the swan Cygnus. This god was once kidnapped by the Aloadae, two brothers who were also giants, who chained this god to the inside of an urn until he was rescued by Hermes. One of this man's daughters was slain by Achilles at Troy; that daughter was Penthesilea, and Diomedes once wounded this god, whose other daughters include Hippolyta. This god's sisters include Hebe, the goddess of youth, and he is also the brother of Hephaestus, all of whom were born of Zeus and Hera. For ten points, name this father of Phobos and Deimos, the Greek god of war.","Ares"
"The crafty wizard Oller, also known as Uller or Ollerus, briefly replaced this god in the pantheon before this god returned and chased Oller away to Sweden. Once source claims that this god has two wives, Gritta and Grydat. Tools used by this god, who knows eighteen magical songs, include the tusk Rati. This god sometimes dwells in the hall of Valaskjalf, where he sits on his chair Hlidskjalf. This god either turned into a snake or into the farmhand Bolverk in order to get close to the giantess Gunnolth. This lives at the abode of Gladsheim, where he may have slept with Rind to produce his son Vali, and he obtained Odraerir, a beverage made from the blood of the wise giant Kvasir that is said to be the beverage of poets.  For ten points, name this father of Vidar and husband of Frigg, who drank from the well of Mimir to become wise, the one-eyed leader of the Norse gods.","Odin"
"This god is associated with the Hieroglyph for the word sesh. A minor form of this god is depicted as a male goat, and he is sometimes depicted carrying a palm leaf. In The Book of Two Ways, the dead are said to become stars and reside next to this god. In a Ptolemaic-era epic about this god, Neferkaptah and Khaemwaset seek a possession of this god, but experience tragedy when they acquire it. The sound of this god's voice once caused the primordial god Nu, also called Nun, to give birth to additional gods. In another story, he uses magical semen to transform himself into the sun. The Greeks called him ""Trismegistos"", or ""the Thrice Great"". He is sometimes considered a moon god or given the head of a baboon, and his deeds include healing other gods. He participates in the judgment of the dead by recording their verdicts. For ten points, name this Ibis-headed Egyptian god of wisdom and writing.","Thoth"
"This god has a relationship with the maiden Mayahuel that results in the growth of a beautiful tree when he takes the form of Ehecatl, the wind god. In one story, this god falls into a ditch after being startled by a flock of quail; earlier, he had been aided by worms and bees, who helped him make an instrument out of a conch shell. This god once brought his dwarfs with him on a journey despite knowing that they would be incinerated. This god's rival once disguised himself as the god of war and tricked this god into consuming a magic mushroom that had been given to him in beverage form, after which this god slept with his sister. The planet Venus was associated with this god, who was the Lord of the Dawn, and he ruled Tula before being exiled on a raft of snakes. For ten points, name this feathered serpent god of the Aztecs, not to be confused with Hernando Cortes.","Quetzalcoatl"
"To the Otomi and Chichimecs, the Milky Way was the body of one of these creatures named Camaxtli. Gukumatz, a Mayan deity who helps Huracan create the world, takes the form of this animal. During bloodletting rituals, Mayans would attempt to speak to this kind of creature, who might put them into contact with deceased relatives that would crawl out of this creature's mouth. Along with the adjective ""turquoise"", the name of this animal is given to the weapon of the war god Huitzilopochtli. The goddess of women who die in childbirth, Coatlicue, owns a belt made from these creatures. For ten points, name this animal that was being eaten by an eagle on a cactus at the site where Tenochtitlan was built, a type of reptile with no legs.","Snake"
"In one poem, this figure pries genealogical information from a wolf-riding volva named Hyndla. In another, this inhabitant of Sessrumnir was offered alongside the Sun and the Moon as a reward. That reward is never claimed by the owner of Svaldifari since he is discovered to be a Jotun before he finishes building the wall around Asgard. In one story, this goddess helped trick Thrym and reobtained the hammer Mjolnir by lending her necklace Brisingamen. She lent her falcon cloak to Loki and rides a chariot pulled by cats during Baldr's funeral. For 10 points, name this daughter of Njord, a goddess who lives with the Aesir alongside her similarly named brother.","Freyja"
"This being was sometimes worshiped as Amphictyonis and was the mother of Adrastus' horse Arion. She turned Ascalabus into a lizard and turned King Lyncus into a lynx. In one story, this figure at first refused to drink the kykeon offered by Baubo, and she tried to burn away the mortality of Demophon. Erysichthon was punished with hunger for desecrating a place sacred to her. At the wedding of Harmonia, this deity has a tryst with Iasion, which leads to the birth of Plutus. She taught Triptolemus the use of the plow and the Eleusinian Mysteries were celebrated in honor of her search for her missing daughter Persephone. For 10 points, name this Greek goddess of agriculture.","Demeter"
"Hippothoon was the son of this figure as a result of this god's possibly incestuous seduction of Alope, the daughter of Cercyon. A temple to this figure from the Archaic Period is at Sounion in Attica. Hippolytus died as a result of a wish granted by this god to the son of Aethra, who slept with this god and Aegeus in the same night. This god gave the horses Balius and Xanthus to Peleus as a wedding present. Odysseus blinded this god's son Polyphemus. This god did not become the patron deity of Athens because Athena's olive tree was judged superior to the salt spring he created with his trident. For 10 points, name this brother of Hades and Zeus and Greek god of the sea.","Poseidon"
"In the guise of a hawk, this god was held in a wooden chest by Geirrod. This god had to give up Andvari's ring to cover up the body of Otter, a dwarf he accidentally killed. He assumed the guise of a falcon after Thiazzi persuaded him to steal Idunn's golden apples. In the Hudsdrapa, this god battles Heimdall in seal form, and another poem sees him hurl insults at a feast given by Aegir. After the death Narfi, Skadi bound this figure with Narfi's entrails underneath dripping snake poison, and earthquakes occur when this god's wife Sigyn doesn't catch the poison. He fathered Hel with Angrboda, and he is also the father of Fenrir. For 10 points, name this Norse trickster god.","Loki"
"After this figure wins a duel at Griotunagardar, the volva Groa heals him until this figure tells her how he helped her husband across the Elivagar River. When this figure was carrying Aurvandil, he broke off a frozen toe and made it a star. This god got a whetstone lodged in his head when he and his servant Thialfi fought Hrungnir, after which only this god's son by Jarnsaxa was able to lift Hrugnir's foot. This figure goes fishing with Hymir for the monster this god duels at Ragnarok named Jormungandr. His chariot is pulled by a pair of goats. For 10 points, name this father of Magni and Modi, husband of golden-haired Sif, wielder of the hammer Mjolnir, and Norse god of thunder.","Thor"
"This figure was worshiped with the epithet Naios at a sanctuary called Dodona, where his consort was simply a feminine form of this deity named Dione. One of his offspring tried to rape Leto and was stretched out in Tartarus. In addition to fathering Tityos, this god also sired the man that killed the only mortal horse of Achilles before being slain by Patroclus. Hermes recovered this god's sinews after Typhon tore them out. Mount Ida on Crete was sacred to this god, who was raised there by the goat Amalthea after his mother Rhea hid him. For 10 points, name this father of Sarpedon and Heracles who was the Greek god of thunder.","Zeus"
"This figure's father originally married a daughter of Eurytion named Antigone and was later accused of raping Acastus. This figure healed a king of Mysia named Telephus, and he also avenged Antilochus by killing a son of Tithonus. In addition to slaying the Ethiopian Memnon, this man killed the Amazon Penthesilea. Because of a prophecy about this figure being stronger than his father, his mother wed a mortal. This man's armor was disputed between Ajax the Greater and Odysseus before it went to his son Neoptolemus. For 10 points, name this hero whose mother, Thetis, dipped him in the river Styx, protecting all of him save for his heel.","Achilles"
"As a favor to one of her priestesses, this figure struck that priestess' two sons, Cleobis and Biton, dead after they pulled a cart. In the Tonaia festival, the cult image of this figure was bound with branches from the lygos tree. After losing a bet concerning whether men or women enjoyed sex more, this figure blinded a Theban seer. In another story, this goddess had a servant guard a white heifer she received as a present from her husband. One of her sons fell for nine days after being cast out of Olympus either by this cow-eyed goddess or for helping her. Her children included Eileithyia, Ares, and Hephaestus. For 10 points, name this queen of Olympus and jealous wife of Zeus.","Hera"
"This figure is the subject of a festival celebrated on the thirteenth night of the new moon, based on a hunter who threw down Bael tree leaves to receive the gift of wisdom from this figure. At his temple Pashupatinath, where he took the form of an antelope, his broken horn is worshiped. When this figure's two sons competed for a magical mango by racing around the world, one son simply circled around this god and his consort, declaring that they were his world. This figure dances atop the dwarf, Apasmara in the form of Nataraja. This god also beheaded his son by Parvati named Ganesh. For 10 points, name this blue-throated Hindu god known as the Destroyer.","Shiva"
"In Nahuatl, animals of this kind that had ritual significance were called Itzcuintli, while ordinary ones were known as chichimeh. According to the Popol Vuh, these animals teamed up with turkeys to kill the people of the second age who abused them. The man and woman Tata and Nene were turned into these creatures by Tezcatlipoca, who cut off their heads and sewed them onto their rumps while the Hero Twins sacrificed one of these animals and brought it back to life to impress One-Death and Seven-Death. The Maya believed these animals to be psychopomps and thus buried their dead with bodies of these animals, while the Tzotzil and Tzeltal held that a yellow one of these creatures mated with Eve to produce Indians. These creatures are most associated with a god who turned into a maize sprout, a maguey plant, and a salamander in order to elude Death. For ten points, identify these animals of Mesoamerican myth, most often associated with Quetzlcoatl's twin, the god Xolotl, and which in Incan myth were sacrificed to Ilyapa.","Dog"
"One attendant of this deity wears a golden snood and, in the Merseburg Incantation, helped heal the horse of Phol. Another attendant of this deity rode a horse whose name, meaning ""hoof-thrower"", is Hofvarpnir. Sometimes identified with the physician Eir, this deity was attended by Gna and Fulla, and is the only one other than its owner to be able to sit on Hlidskjalf. Scholars have proposed various theories about this deity's association with springs and swamps based on the name of her hall, Fensalir. In the Lokasenna, Loki calls this deity out for sleeping with Vili and Ve, the brothers of her husband. The giantess Thokk was the only one to deny her pleas to weep for her son, who'd fallen victim to a mistletoe dagger. For 10 points, identify this Norse deity, the mother of Hoder and Baldur and the wife of Odin.","Frigg"
"The bearers of this figure's sacred bundle included Shield Hand and Water Headdress, according to the Codex Boturini, and his messenger was partial to quail sacrifices and was named Paynal. Also known as the ""Lucid Macaw"", this resident of the blue seventh heaven was associated with the mid-day sun and wielded a weapon known as the Turquoise Serpent, or the xiuh coatl. He was responsible for the creation of the moon from the severed head of his sister Coyolxauhqui, who he killed after fighting off the Four Hundred Southerners. The Templo Mayor was divided between Tlaloc and this god, whose name means ""left-handed hummingbird"" and who was born as a result of a ball of feathers impregnating Coatlicue. For 10 points, name this Aztec god of war.","Huitzilopochtli"
"In one story, this figure's vision was restored with gazelle milk after he was forced to hide out in a pair of oases, while in another story, he led his followers in harpooning 651 crocodiles and hippopotami outside the town of Edfu. He was occasionally depicted sitting atop a lotus flower holding his thumb to his mouth. His hands were once recovered in a trap created by Sobek, who also saved this deity's four sons, who protected canopic jars. His incarnation as the rising sun was transformed into the Greek god of silence Harpocrates, while his teardrop-marked ""eye"" was represented by the goddess Wadjet. This god's exploits include disguising a stone boat and ejaculating into some lettuce to defeat his avuncular nemesis. For 10 points, identify this falcon-headed rival of Set, the son of Isis and Osiris.","Horus"
"Along with a bound Loki and the Midgard Serpent, this figure is depicted on the west side of the Gosforth Cross. This figure claimed Jarl as his son after sleeping with both Jarl's mother and her husband, and then taught him runes and gave him one of this figure's names. This grandson of Geirrendour or Aegir once took the guise of a seal to rescue the Brisingamen from Loki at the Singasteinn. Sometimes called the White God, he resides in Himinbjorg, and he rides the horse Gulltop and wields the sword Hofund. He can hear the wool grow on a sheep's back and will blow the Gjallarhorn to announce Ragnarok, where he will kill Loki but die from his wounds. For 10 points, name this Norse god who guards the rainbow bridge Bifrost.","Heimdallr"
"One section of the Sritattvanidhi details the thirty-two different iconographic representations of this deity, while the Mudgala Purana describes his eight incarnations. The primary festival dedicated to this deity sees devotees immerse clay representations of him in the nearest body of water. One story claims that he ate most of a city on Mount Kailash, while another story claims that he once suffered from Shani's evil eye. He once ran in a circle around his parents in order to win a race against his brother Skanda. His mount is a rat or a mouse, and he is often worshipped as the remover of obstacles. The most famous story about this god details how his attempt to stop his father from seeing his mother in the bath, resulting in his decapitation. For 10 points, identify this son of Parvati and Shiva, known for his one-tusked elephant head.","Ganesha"
"In the Argonautica, Hera promises that this man and Medea will unite in the Elysian Fields, while some stories claim that after his death, his mother brought his remains to the island of Leuke. He was once wounded in a fight near the river Scamander against Asteropaeus. In one story, his whereabouts were revealed by Thestor, who sensed that he was on Scyros, disguised as a girl named Pyrrha in the court of Lycomedes. He fell in love with the Trojan princess Polyxena, while Helenus revealed the importance of this character's son with Deidamia, Neoptolemus. The death of his friend Patroclus inspires him to return to the Trojan War, where he eventually kills Hector in single combat. For 10 points, name this Greek hero, invincible except for his heel.","Achilles"
"Cadmus once killed this deity's dragon and had to serve this deity for eight years, after which he married Harmonia, this deity's daughter. This deity was wounded by Diomedes (die-AHM- ee-dees) during the Trojan War when he appeared on the battlefield helping the Trojans. This deity's union with Aphrodite yielded Eros (AIR-ohs) and his attendants Phobos (FOE-bows) and Deimos (DAY-mows). For 10 points, which son of Zeus and Hera is the Greek god of war?","Ares"
"This deity caused Hodr (HOE-dur) to kill another god with mistletoe, and then failed to weep for that god in the guise of Thokk. He prevented a wall from being built around Asgard on time by taking the form of a mare and laying with Svadilfari (SVAHD-ill-FAR-ee); that union created Sleipnir (SLEEPnear). He is better known for fathering the Midgard Serpent and Hel. For 10 points, identify this Norse trickster god.","Loki"
"This deity led Perseus to the Gray Witches so he could kill Medusa. In The Odyssey, this god gave Odysseus the herb, moly, to protect him from Circe's (SIR-see's) magic, and was later asked by Zeus to order Calypso to let Odysseus go free. As an infant, this deity stole Apollo's cattle and gave Apollo the lyre he had invented. For 10 points, identify this Greek messenger god often depicted with his winged sandals.","Hermes"
"In one quest, this figure is directed to the ferryman Urshanabi (UR-shah-NAH-bee) by Siduri. After his companion dies, this figure visits Utnapishtim (OOT-nah-PEESH-tim), who tells him where to find a plant capable of restoring youth. That plant is later stolen by a serpent. This figure slew the guardian of the cedar forest, Humbaba, and the Bull of Heaven, with Enkidu. For 10 points, name this king of Uruk and hero of a Mesopotamian epic.","Gilgamesh"
"This man is told by the ghost of his wife Creusa to leave for Hesperia after carrying his father Anchises (ann-KYE-sees) and son Ascanius out of a besieged city. He visits the underworld with the help of a golden bough, on the advice of the Cumaean Sibyl. He duels Turnus for the hand of Lavinia. After this son of Venus leaves Carthage, Dido kills herself. For 10 points, name this Trojan who founds Rome according to an epic by Virgil.","Aeneas"
"When this figure was born, his mother Thetis (THEE-tiss) dipped him in the river Styx in an attempt to make him immortal. Agamemnon took Briseis (BRY-see-iss) from this figure, which caused him to refuse Agamemnon's commands to fight until his friend, Patroclus, died. As revenge for that death, this hero killed Hector. For 10 points, identify this Greek hero who was killed when a poisonous arrow pierced his heel.","Achilles"
"Most stories hold that this deity, not Athena, blinded the prophet Tiresias (TYE-ree-see-uhs). She cursed the nymph Echo to repeat only what others had said. This figure gave birth to Hephaestus (heh- FESS-tuss) and later threw him out of Olympus because of his ugliness. After her husband impregnated Leto (LEE-toh), she refused to let Leto give birth on land. For 10 points, name this Greek goddess and wife of Zeus.","Hera"
"This father of Kebechet had a cult centered at Cynopolis. This Egyptian god was associated with the Greek deity Hermes because of their similar roles. His mother is given as either Bast or Nephthys, and he predates one of his potential fathers, Osiris, as god of the underworld. This god weighs the heart of the dead against Ma'at's (MAHT's) feather. For 10 points, identify this jackal-headed Egyptian god of mummification.","Anubis"
"This figure was rescued from the Chair of Forgetfulness by Heracles. When this figure journeyed to his homeland, he eschewed a sea voyage and instead dispatched Sinis, who had torn apart travelers with bent-down trees, and other bandits. As king of Athens, this figure sheltered Oedipus in his old age and marched on Thebes to bury the dead. When returning from one particular adventure, he neglected to change the black sails on his ship, causing his father to leap into the sea. For 10 points, name this son of Aegeus who defeated the Minotaur.","Theseus"
"In one story, this god gets drunk and seduces a celibate priestess, after which he burns himself to death and his heart becomes the morning star. His brother was the dog-headed skeletal psychopomp Xolotl. Another story sees this deity depart on a raft of snakes after being shamed by his rival Tezcatlipoca. Some Mormon scholars have claimed that this deity was actually Jesus Christ, and he was once notoriously assumed to have been incarnated as Hernan Cortez. For 10 points, name this feather-serpent deity from Aztec mythology.","Quetzalcoatl"
"Seven loaves mark one failure in this figure's quest, which was further thwarted when a snake ate a plant that he pulled from the bottom of the sea. The failure of this figure's quest rendered a flood survivor the only immortal being. This figure's companion was tamed by the harlot Shamhat. This figure traveled through Cedar Forest and defeated the demon Humbaba before meeting with Utnapishtim. The Bull of Heaven was later killed by this hero and his companion, Enkidu. For 10 points, name the king of Uruk whose tales are told in an ancient Sumerian epic.","Gilgamesh"
"In Hindu myth, Hanuman mistakes this object for a piece of fruit and attempts to eat it. In Norse myth it is sometimes called Alfrodul and is devoured by wolf Skoll during Ragnarok. The archer Shen Yi shot nine of these objects in Chinese myth. One god of this object was born from the left eye of Izanagi. In Greek myth, it was personified by a god whose son Phaeton drove this object's chariot across the sky, accidentally scorching the earth. For 10 points, name this celestial body associated with Amaterasu, Helios, and Ra.","Sun"
"This goddess was sometimes called Cynthia for her birthplace on Delos. In retribution for the death of a rabbit, she required the sacrifice of the maiden Iphigenia. She killed Niobe's children after Niobe bragged how she had seven times as many children as this goddess's own mother. After being born, she acted as midwife to her mother, Leto, during the birth of her twin. Actaeon was killed by his dogs after this figure turned him into a stag for watching her bathe. For 10 points, name this huntress, goddess of the moon, and twin sister to Apollo.","Artemis"
"This figure, posing as Grimnir, was hung between two fires and given a drink by Agnar. In one story, he disguised himself as Bolverk and made a deal with Baugi. The ravens Huginn and Muninn rested upon his shoulders. This God's steed was fathered by Svaldifari, and had eight legs. This figure possessed the horse Sleipnir, the magic ring Draupnir, and the magic spear Gungnir. For 10 points, name this one-eyed god who retrieved the poetic mead for the gods and will be killed by Fenrir at Ragnarok, the Allfather of Norse Mythology.","Odin"
"The Etruscan artist Vulca likely created a terracotta depiction of this figure found at Veii. Canova's Perseus was created to replace a depiction of this figure after Napoleon took it to France. That depiction of him is contained in a courtyard designed by Bramante in the Vatican Palace, and is a copy of a Leochares work. He is also the subject of a work in which he is about to catch and kill a lizard on a tree. Those are the depictions of him ""of the Belvidere"" and Praxiteles's depiction of him as ""Sauroctonos."" For 10 points, name this Greek god of light, music, and the arts.","Apollo"
"In the form of a fly, this figure attempted to sabotage a forgery contest between two dwarf families by stinging Brokk. After Thiazi tortured this figure, he kidnapped Idun, whose golden apples brought youth to the gods. In the form of a mare, this figure stopped a giant from completing the building of Asgard's Wall. With Angrboda, he fathered Fenrir, Jormungand, and Hel. This giant tricked Hoder into killing his brother Balder with mistletoe. For 10 points, name this trickster of Norse Mythology.","Loki"
"A battle at this place saw Capaneus struck by a thunderbolt after boasting that Zeus could not stop him from burning it. Two eventual conquerors of this city murdered their mother Eriphyle for accepting a bribe. Amphion and Zethus jointly ruled this city, whose first queen was transformed into a snake along with its founder and owned a cursed necklace. The Phoenician founder of this city had abandoned his search for Europa and followed a cow to this place before killing a dragon and sewing its teeth in the ground. For 10 points, name this city ruled by Cadmus and Oedipus.","Thebes,_Greece"
"In Native American myth, one of these animals named Ictinkike served as a war god. In addition to foxes, the Shinto food god Inari often took this form in order to nudge people toward doing good deeds. Another of these animals once dropped a pot filled with the world's wisdom while trying to climb down a tree and in another story traded a python, a leopard, some hornets, and a dwarf to Nyame for all the world's stories. In Greek myth, one of these creatures was originally a woman who was punished for depicting stories of the love affairs of the gods during a weaving contest with Athena. For 10 points, name this eight-legged animal exemplified by Anansi and Arachne.","Spider"
"This god's association with disease led to confusion in interpreting this god's epithet Smintheus, and this god sent the plague that swept through the Greek camp when Agamemnon initially refused to return Chryseis to her father. This god killed some Cyclopes in retaliation for the death of his son with Coronis, who had been struck down by Zeus for trying to raise Hippolytus from the dead. After mocking Eros' arrows, this god fell in love with the daughter of Peneus and pursued her until she turned into a laurel tree. For 10 points, name this figure who fathered Asclepius and pursued the nymph Daphne, the Greek god of prophecy, light, and music.","Apollo"
"He's not Gawain, but this man once defeated Loegere and Conall for the Champion's Portion in a beheading contest related in the story of Bricriu's Feast. Riastarthae is the name given to this man's intense battle fury, which causes his tricolored hair to start bleeding. While in Scotland, he was taught by Scathach to use a barbed spear called the gae bulg, which he later used to kill his friend Ferdiad. This man was frequently opposed by the Morrigan while leading an army against the forces of Queen Medb of Connacht during the Cattle Raid of Cooley. For 10 points, name this man originally called Setanta, the hero of the Ulster Cycle.","Cú_Chulainn"
"One of this figure's followers named Taygete was changed into a doe after she was raped by Zeus, and Buphagus was killed for thinking about raping this goddess. This figure changed Meleager's sisters into guinea fowl after his death and rescued Iphigenia from being sacrificed at Aulis. Because Oeneus failed to sacrifice to this goddess, she sent the Calydonian Boar to ravage his lands. This goddess was bathing on Mt. Cithaeron when a hunter stumbled in on her, for which she punished him by changing him into a deer and having him eaten by his own hounds. For 10 points, name this Greek goddess of the hunt and the moon, a daughter of Leto and twin sister of Apollo.","Artemis"
"This god broke the backs of two giants who pushed from under his chair and tried to crush him against the ceiling. The sorceress Groa momentarily stopped chanting while healing this god and left a whetstone stuck in his forehead. This god's goats had the ability to regenerate themselves after they were eaten. To get a possession back from Thrym, he once cross-dressed as the goddess Freya. Thialfi was a companion of this god, who wore a belt that doubled his strength and was married to a golden-haired goddess named Sif. For 10 points, name this hammer-wielding Norse god of thunder.","Thor"
"After being picked up and thrown to the ground by this figure, one of his enemies vomits blood and is granted mercy. This figure once slashed the face of the moon because it laughed when a snake frightened his mount, throwing him to the ground and causing the food in his stomach to spill out. This figure walked around his parents three times in order to win a race around the world, because according to him, his parents were the world. This husband of Siddhi and Buddhi rode on a mouse and suffered an injury inflicted by his uncle Sani, although in another account it was his father who attacked him with his third eye for preventing entry into a room where his mother was taking a bath. For 10 points, name this Hindu remover of obstacles, the son of Parvati to whom Brahma gave an elephant's head to replace his own severed one.","Ganesha"
"This man held off an ambush by a king's army and killed every soldier, making the king grant him half the kingdom and marriage to his daughter Philonoe. The women of Xanthis lifted their skirts at this man in order to persuade him to call off a flood. His most prized possession was obtained either at the never-failing well of Pirene or after a night spent praying at the altar of Athena. Iobates gave him deadly tasks because Proteus accused him of seducing his wife Stheneboea. This man spent his final days on the Plain of Aleion as a roaming, blinded hermit after Zeus sent a gad-fly to prevent him from reaching Mount Olympus. He slew a monster with the body of a goat and the head of a lion by using a golden bridle to tame a flying horse. For 10 points, name this hero who used Pegasus to slay the monstrous Chimera.","Bellerophon"
"This god was thought to store large stockpiles of treasure in mountain caves, which might explain why a shrine for him was called the ""mountain abode."" Frost, disease, and the end of the world were three consequences of breaking the jugs possessed by this god, whose second wife was a river goddess named for her jade skirt. After his first wife was abducted, he brought forth a fiery deluge in his anger, destroying the Third Sun which he governed. Those who had been struck by lightning or drowned were destined for this god's paradise and were buried rather than cremated. This husband of Chalchiutlicue had a blue-and-white-painted sanctuary at the Great Temple in Tenochtitlan,where he received child sacrifices in exchange for the phenomenon he presided over. For 10 points, name this Aztec god of rain.","Tlaloc"
"This god was once overcome by the kindness shown by a poor man, so he instructed the man to hang a plaited straw rope across his home's entrance to protect against the plague. The incessant wailing of this god soon after birth caused rivers to dry up and his beard to grow long. This god gave birth to three daughters and two sons by biting beads off a necklace. This god filled rooms with scorpions, snakes, and centipedes and made his daughter's suitor spend a night in each. This father-in-law of Okuni-nushi commanded an elderly couple to distill sake so he could get an eight-headed dragon drunk and marry Kushinada-hime. This slayer of Orochi threw a flayed horse at the weaving servants of another goddess, causing her to flee into a cave. For 10 points, name this Shinto storm god and brother of Amaterasu.","Susanoo-no-Mikoto"
"This deity was once lodged by a poor woman after a noblewoman slammed her front door upon seeing her entourage, but she nonetheless cured the noblewoman's son, the victim of this deity's servants. She breathed a sweet perfume onto the maidservants of a queen, who unwittingly interrupted this goddess's ritual to make the queen's son immortal by thrusting him into a pile of burning logs. Lychnapsia commemorated the time this goddess spent in darkness with torchlight looking for her husband, who got stuck in a cedar tree in the kingdom of Byblos. Thanks to a passing fish, this goddess had to fashion a golden phallus as a replacement for the fourteenth piece of her husband's body. For 10 points, name this goddess who used a snake to coax Ra to reveal his secret name and reassembled her husband Osiris.","Isis"
"This figure warned the Telchines to escape overseas after they provoked the wrath of the gods. The agoge of Sparta bestowed wreaths upon children who could survive being whipped during a cheese-stealing ritual at this deity's altar. This deity and her servants covered their faces with white clay so that she could elude and mock the lovesick Alpheus. She was tricked into attacking the head of Candaon, whom she cast in the sky, forever doomed to be chased by a scorpion. This goddess changed Arcas into a bear after Zeus seduced his mother, Callisto. After being spied naked in her bath by Actaeon, she turned his dogs against him. This goddess avenged an insult to her mother by killing the daughters of Niobe. For 10 points, name this daughter of Leto, the goddess of the hunt and twin sister of Apollo.","Artemis"
"This ""Foremost of the Westerners"" is linked with Serapis through the Apis bull. This son of Geb and Nut (NOOT) was cut into fourteen pieces that were scattered throughout the country by his brother. His wife revived him after she and Nephthys (NEF-this) found thirteen of those pieces. After he was revived, this brother of Set fathered Horus. For 10 points, identify this husband of Isis and the Egyptian god of the dead.","Osiris"
"This god, sometimes known as Eubuleus (yoo-BOO-lee-us) or Clymenus, punished Sisyphus by requiring him to roll a boulder up a hill. This oldest son of Rhea abducted his future wife while she was picking flowers in the fields of Nysa and then tricked her into staying with him for six months each year by feeding her pomegranate seeds. For 10 points, name this husband of Persephone, the Greek god of the Underworld.","Hades"
"According to one myth, this figure used the eye of the Graiae (GRAY - eye) as a bargaining tool in order to learn the location of the Hesperides. He was born after his mother, Danae, was impregnated by Zeus in the form of a golden shower. This figure defeated Cetus, after which he married Andromeda. After this hero slew his most famous foe, Pegasus was born from her blood. For 10 points, name this slayer of Medusa.","Perseus"
"This goddess may have conceived children by eating lettuce. This ""cow-eyed"" goddess had a wagon pulled by peacocks. She sent a gadfly to sting a cow who had escaped from the hundred-eyed monster Argus. That cow, Io, was one of the women seduced by her philandering husband. For 10 points, name this queen of the Olympians and wife of Zeus.","Hera"
"This deity was forced to serve Admetus (add-MEE-tuss) after killing the Cyclops that killed his son. This deity killed the sons of a certain women who boasted to this god's mother about having 14 children; that woman is Niobe (nye-OH-bee). He pursued Daphne until she was turned into a laurel tree and played a lyre created for him by Hermes. For 10 points, name this Greek god of music and poetry, the twin brother of Artemis.","Apollo"
"This figure was nearly killed by his own father when Medea tricked the father into giving this figure a poisoned cup of wine. That cup was knocked away when this figure revealed a sword his father had hidden under a boulder with a pair of sandals. When this hero returned home with black sails, his father, Aegeus, jumped into the sea. For 10 points, name this first king of Athens and slayer of the Minotaur.","Theseus"
"In one story, this god takes the guise of Bolverk and causes nine fieldworkers to kill themselves over a magical whetstone. Because this figure drinks nothing but wine and eats nothing, he gives all of his food to two wolves. This son of Bor has a ring that multiplies every nine nights, Draupnir. A pair of ravens helps him to see everything from his throne, Hlidskjalf. He hung himself by his spear from the World Tree to learn the runes and he gave one of his eyes to drink from Mimir's Well. For 10 points, name this ""All-Father,"" the chief god of the Norse pantheon.","Odin"
